Id,Latitude,Longitude,Bedrooms,Bathrooms,Square footage,Price,Amenities
212,42.377447,-71.144052,1,1,945,1821,Pool|Fitness Center|Secure Entrance|Washer/Dryer|Stainless Steel Appliances|Off-Street Parking
213,42.371928,-71.077311,2,1,1490,2703,Picnic Area|Utilities Included|Off-Street Parking|Secure Entrance|Granite Countertops|Fitness Center|Pool|Stainless Steel Appliances|Dishwasher|Central Air
214,42.346833,-71.055095,4,4,2322,4588,Granite Countertops|Secure Entrance|Utilities Included|Off-Street Parking|Pool|Dishwasher
215,42.411765,-71.112269,1,1,1211,1823,Secure Entrance|Fitness Center|Central Air|Utilities Included
216,42.320333,-71.139212,0,1,348,1047,Picnic Area|Pool|Dishwasher|Off-Street Parking|Secure Entrance|Fitness Center|Utilities Included|Granite Countertops|Central Air|Washer/Dryer
217,42.326962,-71.082537,2,1,1497,2370,Dishwasher|Secure Entrance|Granite Countertops|Washer/Dryer|Central Air|Fitness Center|Stainless Steel Appliances
218,42.401742,-71.070376,4,2,1863,4456,Picnic Area|Utilities Included|Central Air|Granite Countertops|Off-Street Parking|Fitness Center|Secure Entrance|Pool|Dishwasher
219,42.329408,-71.060592,1,1,1001,1648,Dishwasher|Pool|Stainless Steel Appliances|Central Air|Fitness Center|Secure Entrance|Picnic Area|Granite Countertops
220,42.315489,-71.062016,4,3,2380,3646,Granite Countertops|Washer/Dryer
221,42.324864,-71.152147,1,1,1211,1950,Washer/Dryer|Fitness Center|Dishwasher|Secure Entrance|Off-Street Parking|Stainless Steel Appliances|Utilities Included|Central Air|Picnic Area|Pool|Granite Countertops
222,42.352883,-71.122028,2,1,1280,2446,Fitness Center|Stainless Steel Appliances
223,42.329045,-71.092408,1,1,1185,1545,Pool|Fitness Center|Central Air|Utilities Included|Picnic Area|Washer/Dryer|Granite Countertops|Dishwasher
224,42.392224,-71.138602,1,1,738,1572,Granite Countertops|Utilities Included|Washer/Dryer|Picnic Area|Central Air|Fitness Center|Stainless Steel Appliances
225,42.389503,-71.113201,0,1,354,1042,Off-Street Parking|Pool
226,42.336621,-71.137909,2,2,1233,2657,Pool|Stainless Steel Appliances|Fitness Center
227,42.341749,-71.079899,0,1,448,920,Dishwasher
228,42.354865,-71.127975,1,1,1034,1893,Washer/Dryer|Pool|Stainless Steel Appliances|Utilities Included|Central Air|Granite Countertops|Secure Entrance|Picnic Area|Dishwasher|Fitness Center|Off-Street Parking
229,42.32368,-71.073427,4,2,2217,3978,Secure Entrance|Granite Countertops|Washer/Dryer|Fitness Center|Off-Street Parking
230,42.324097,-71.071059,3,3,2023,3188,Stainless Steel Appliances
231,42.318391,-71.097787,1,1,689,1829,Off-Street Parking|Washer/Dryer|Dishwasher|Central Air|Granite Countertops
232,42.358428,-71.083523,3,2,2026,3217,Utilities Included|Fitness Center
233,42.34627,-71.100245,3,3,1709,2911,Granite Countertops|Washer/Dryer|Dishwasher|Central Air
234,42.354068,-71.129523,2,2,964,2855,Off-Street Parking|Pool|Fitness Center|Secure Entrance|Picnic Area|Granite Countertops|Utilities Included|Washer/Dryer|Stainless Steel Appliances|Central Air|Dishwasher
235,42.322402,-71.105064,2,2,1561,2689,Off-Street Parking|Central Air|Secure Entrance|Picnic Area|Pool
236,42.381602,-71.099496,3,2,1250,3341,Off-Street Parking|Granite Countertops|Fitness Center|Dishwasher|Stainless Steel Appliances|Pool|Central Air|Secure Entrance
237,42.323417,-71.064679,3,2,2134,3117,Utilities Included|Washer/Dryer|Secure Entrance|Stainless Steel Appliances|Central Air|Picnic Area|Granite Countertops|Off-Street Parking|Dishwasher
238,42.369337,-71.06142,2,1,1428,2825,Stainless Steel Appliances|Granite Countertops|Off-Street Parking|Utilities Included|Washer/Dryer
239,42.329545,-71.099936,4,4,2228,4215,Fitness Center
240,42.373753,-71.074693,2,2,1339,3232,Granite Countertops|Stainless Steel Appliances|Secure Entrance|Utilities Included|Central Air|Fitness Center|Dishwasher|Off-Street Parking|Pool|Washer/Dryer
241,42.314934,-71.0973,4,4,2128,4049,Central Air|Secure Entrance|Dishwasher|Fitness Center
242,42.391306,-71.126562,2,2,1301,2840,Granite Countertops|Central Air|Washer/Dryer
243,42.357235,-71.098778,2,1,1285,2528,Utilities Included|Secure Entrance|Granite Countertops|Off-Street Parking|Central Air|Picnic Area|Washer/Dryer
244,42.362287,-71.081271,0,1,329,928,Off-Street Parking|Pool|Picnic Area
245,42.360923,-71.083352,3,3,1528,3291,Washer/Dryer|Off-Street Parking|Stainless Steel Appliances|Dishwasher|Granite Countertops|Fitness Center|Picnic Area|Pool|Central Air
246,42.335578,-71.060292,0,1,302,909,Central Air|Granite Countertops
247,42.330916,-71.123062,0,1,654,1231,Granite Countertops|Fitness Center|Washer/Dryer|Utilities Included|Secure Entrance|Pool|Off-Street Parking
248,42.323164,-71.082238,2,1,1031,2463,Granite Countertops|Secure Entrance|Utilities Included|Central Air
249,42.3314,-71.145747,3,1,1679,3162,Pool|Central Air|Granite Countertops|Picnic Area|Washer/Dryer
250,42.410353,-71.124147,0,1,688,948,Dishwasher|Fitness Center|Washer/Dryer|Granite Countertops|Utilities Included
251,42.378036,-71.1222,1,1,1001,1826,Utilities Included|Picnic Area|Granite Countertops|Stainless Steel Appliances|Secure Entrance|Pool|Off-Street Parking|Fitness Center|Central Air|Washer/Dryer
252,42.406379,-71.104908,2,2,1383,2289,Washer/Dryer
253,42.391756,-71.115508,3,3,1750,3107,Utilities Included
254,42.3999,-71.079349,0,1,327,1057,Dishwasher|Picnic Area|Off-Street Parking|Utilities Included|Stainless Steel Appliances|Pool|Fitness Center|Secure Entrance|Granite Countertops|Central Air
255,42.378665,-71.079085,0,1,647,1015,Stainless Steel Appliances|Washer/Dryer
256,42.34516,-71.137706,0,1,568,913,Secure Entrance
257,42.360621,-71.09086,2,1,1543,2225,Off-Street Parking|Washer/Dryer|Fitness Center|Pool|Picnic Area|Dishwasher|Secure Entrance|Granite Countertops
258,42.353778,-71.078294,4,4,1948,4286,Fitness Center
259,42.387812,-71.129992,3,2,1678,3257,Picnic Area|Dishwasher|Central Air|Off-Street Parking|Pool
260,42.351949,-71.089248,4,3,2104,4358,Stainless Steel Appliances|Washer/Dryer|Secure Entrance|Utilities Included|Picnic Area|Granite Countertops|Central Air|Dishwasher|Pool|Off-Street Parking|Fitness Center
261,42.326541,-71.063217,1,1,728,1570,Pool|Picnic Area|Granite Countertops|Utilities Included|Central Air|Dishwasher|Fitness Center|Secure Entrance
262,42.325269,-71.141515,3,2,1771,3056,Pool|Granite Countertops|Dishwasher|Stainless Steel Appliances|Off-Street Parking|Utilities Included|Secure Entrance|Picnic Area|Washer/Dryer|Central Air|Fitness Center
263,42.344182,-71.150675,3,3,1782,3871,Off-Street Parking|Washer/Dryer|Fitness Center|Dishwasher
264,42.396439,-71.092121,3,2,1871,3415,Pool|Utilities Included|Off-Street Parking|Central Air|Washer/Dryer|Stainless Steel Appliances|Fitness Center|Secure Entrance|Dishwasher
265,42.406699,-71.150976,1,1,836,1563,Utilities Included|Off-Street Parking|Picnic Area|Secure Entrance|Stainless Steel Appliances|Granite Countertops|Washer/Dryer
266,42.344985,-71.069104,2,1,1309,2322,Pool|Dishwasher
267,42.399164,-71.070038,0,1,260,921,Picnic Area
268,42.358667,-71.146953,2,1,1473,2860,Off-Street Parking|Fitness Center|Dishwasher|Washer/Dryer|Stainless Steel Appliances|Secure Entrance
269,42.352768,-71.099131,3,1,1873,3429,Pool|Washer/Dryer|Central Air|Stainless Steel Appliances|Picnic Area|Secure Entrance|Fitness Center|Off-Street Parking|Utilities Included|Dishwasher|Granite Countertops
270,42.376615,-71.084856,1,1,1135,1638,Pool|Granite Countertops|Stainless Steel Appliances|Fitness Center|Utilities Included|Washer/Dryer|Central Air
271,42.330806,-71.106541,0,1,544,1104,Off-Street Parking|Picnic Area|Fitness Center|Central Air|Granite Countertops|Stainless Steel Appliances
272,42.389998,-71.126895,4,1,2181,3690,Central Air|Utilities Included|Washer/Dryer|Picnic Area
273,42.33916,-71.096281,1,1,982,1403,Utilities Included
274,42.402787,-71.117738,1,1,702,1635,Fitness Center|Dishwasher|Granite Countertops
275,42.321543,-71.152729,3,2,1913,3578,Pool|Secure Entrance|Stainless Steel Appliances|Fitness Center|Off-Street Parking
276,42.363891,-71.121468,0,1,253,1024,Stainless Steel Appliances|Dishwasher|Secure Entrance|Washer/Dryer|Granite Countertops|Pool|Off-Street Parking|Fitness Center|Utilities Included|Central Air|Picnic Area
277,42.374612,-71.078251,4,3,2428,3530,Picnic Area|Pool|Fitness Center|Central Air|Off-Street Parking|Secure Entrance|Dishwasher|Washer/Dryer
278,42.400208,-71.100669,2,1,1410,3076,Off-Street Parking|Utilities Included|Dishwasher|Granite Countertops|Picnic Area|Central Air|Fitness Center|Pool|Secure Entrance|Stainless Steel Appliances
279,42.394498,-71.12763,1,1,1001,1322,Dishwasher
280,42.392296,-71.057387,4,2,2172,4372,Secure Entrance|Fitness Center|Washer/Dryer|Off-Street Parking|Granite Countertops|Dishwasher|Picnic Area|Stainless Steel Appliances|Central Air|Utilities Included|Pool
281,42.321316,-71.141811,3,3,1798,3616,Granite Countertops|Stainless Steel Appliances
282,42.360893,-71.070509,3,1,1334,3112,Pool|Washer/Dryer|Central Air|Fitness Center|Secure Entrance|Dishwasher|Stainless Steel Appliances|Utilities Included|Off-Street Parking
283,42.346121,-71.074839,3,1,1963,3336,Fitness Center|Granite Countertops|Central Air|Washer/Dryer|Utilities Included|Picnic Area|Pool|Off-Street Parking|Stainless Steel Appliances|Dishwasher
284,42.342895,-71.068344,0,1,632,1141,Secure Entrance|Granite Countertops|Fitness Center|Dishwasher|Picnic Area|Washer/Dryer|Utilities Included|Off-Street Parking
285,42.315823,-71.131415,3,3,2088,3524,Dishwasher|Utilities Included|Washer/Dryer|Central Air|Stainless Steel Appliances|Secure Entrance|Granite Countertops|Off-Street Parking|Pool|Picnic Area
286,42.336395,-71.15157,2,2,1236,3028,Granite Countertops|Utilities Included|Pool|Secure Entrance|Central Air|Picnic Area|Washer/Dryer|Fitness Center|Dishwasher|Stainless Steel Appliances|Off-Street Parking
287,42.346945,-71.087449,4,3,2386,4055,Secure Entrance|Fitness Center|Off-Street Parking|Picnic Area|Utilities Included
288,42.332885,-71.126553,3,3,1898,3261,Utilities Included|Washer/Dryer|Dishwasher|Granite Countertops|Picnic Area
289,42.410644,-71.145401,2,2,1522,2616,Granite Countertops|Secure Entrance|Fitness Center|Stainless Steel Appliances|Utilities Included|Dishwasher
290,42.35968,-71.08019,0,1,452,987,Secure Entrance
291,42.386802,-71.151301,0,1,493,935,Secure Entrance|Washer/Dryer|Dishwasher|Utilities Included
292,42.344349,-71.121271,4,1,2165,4529,Fitness Center|Stainless Steel Appliances|Pool|Dishwasher|Picnic Area|Off-Street Parking|Secure Entrance|Granite Countertops|Washer/Dryer|Central Air
293,42.390154,-71.102808,0,1,432,893,Secure Entrance
294,42.348032,-71.058911,3,3,1947,3293,Stainless Steel Appliances|Utilities Included|Pool|Fitness Center|Dishwasher
295,42.318893,-71.085613,4,3,1774,4409,Dishwasher|Central Air|Stainless Steel Appliances
296,42.395174,-71.079498,4,1,2168,3910,Stainless Steel Appliances|Utilities Included|Dishwasher|Pool|Granite Countertops|Secure Entrance|Washer/Dryer|Picnic Area
297,42.38777,-71.151693,2,2,1354,2921,Pool|Secure Entrance
298,42.377082,-71.111762,0,1,302,1193,Dishwasher|Off-Street Parking|Stainless Steel Appliances|Pool|Central Air|Secure Entrance|Fitness Center|Granite Countertops|Picnic Area|Utilities Included
299,42.348509,-71.150035,0,1,700,988,Washer/Dryer|Picnic Area|Dishwasher|Off-Street Parking|Pool|Utilities Included|Granite Countertops|Secure Entrance|Fitness Center
300,42.408252,-71.147275,2,1,1000,2913,Central Air|Utilities Included|Off-Street Parking|Fitness Center|Secure Entrance
301,42.360481,-71.112199,3,1,1920,3196,Granite Countertops|Off-Street Parking|Stainless Steel Appliances|Secure Entrance|Central Air|Picnic Area|Dishwasher|Utilities Included
302,42.331745,-71.07502,4,3,2859,4353,Utilities Included|Dishwasher|Granite Countertops|Stainless Steel Appliances
303,42.323937,-71.090674,4,3,1929,4126,Secure Entrance|Granite Countertops
304,42.323809,-71.145666,4,4,2338,4417,Picnic Area|Off-Street Parking|Central Air
305,42.332474,-71.130585,1,1,1019,2099,Utilities Included|Fitness Center|Granite Countertops|Washer/Dryer|Central Air|Dishwasher|Pool|Secure Entrance|Off-Street Parking|Picnic Area
306,42.411486,-71.082544,0,1,587,946,Dishwasher|Pool|Granite Countertops|Secure Entrance|Picnic Area|Central Air|Washer/Dryer|Fitness Center|Utilities Included|Stainless Steel Appliances
307,42.324677,-71.082634,2,2,1374,2734,Off-Street Parking
308,42.316904,-71.094322,0,1,545,1069,Stainless Steel Appliances|Picnic Area|Dishwasher|Fitness Center|Secure Entrance|Off-Street Parking|Granite Countertops|Washer/Dryer|Pool
309,42.359329,-71.12588,1,1,878,1529,Fitness Center|Secure Entrance|Dishwasher|Picnic Area
310,42.363456,-71.145002,4,4,2318,4627,Picnic Area|Fitness Center|Pool
311,42.390792,-71.102874,3,3,1892,3835,Pool|Central Air|Granite Countertops
312,42.329998,-71.135266,2,1,1358,2511,Utilities Included|Fitness Center|Dishwasher|Washer/Dryer|Pool|Picnic Area|Secure Entrance|Off-Street Parking|Central Air|Granite Countertops|Stainless Steel Appliances
313,42.328405,-71.140456,1,1,578,1651,Fitness Center|Granite Countertops|Dishwasher|Picnic Area|Pool|Secure Entrance|Washer/Dryer|Stainless Steel Appliances|Off-Street Parking|Utilities Included
314,42.3811,-71.111227,0,1,557,1213,Fitness Center|Utilities Included|Dishwasher|Granite Countertops|Pool|Stainless Steel Appliances|Secure Entrance|Washer/Dryer|Off-Street Parking
315,42.37906,-71.149606,0,1,680,1083,Pool|Off-Street Parking|Secure Entrance|Washer/Dryer|Central Air|Stainless Steel Appliances|Picnic Area
316,42.327186,-71.110769,2,1,1061,2551,Fitness Center|Picnic Area|Stainless Steel Appliances|Pool|Central Air|Dishwasher|Utilities Included
317,42.386162,-71.109502,4,3,2052,3893,Pool|Secure Entrance|Picnic Area|Off-Street Parking|Washer/Dryer|Central Air|Granite Countertops|Fitness Center|Utilities Included
318,42.318579,-71.074639,0,1,508,908,Dishwasher|Washer/Dryer|Off-Street Parking|Picnic Area
319,42.35849,-71.083197,3,3,1817,3983,Picnic Area|Dishwasher|Utilities Included|Fitness Center|Pool|Granite Countertops
320,42.399409,-71.062117,1,1,923,1628,Stainless Steel Appliances|Picnic Area|Central Air|Fitness Center|Pool|Off-Street Parking|Secure Entrance|Granite Countertops
321,42.358028,-71.122995,3,3,1977,3445,Washer/Dryer
322,42.319032,-71.135073,2,1,928,2146,Granite Countertops|Secure Entrance
323,42.322667,-71.153186,2,2,1391,2433,Granite Countertops|Fitness Center
324,42.398838,-71.122687,2,2,1036,2832,Central Air|Fitness Center|Off-Street Parking|Picnic Area|Pool|Utilities Included|Stainless Steel Appliances|Granite Countertops
325,42.389061,-71.130827,4,2,2062,4471,Off-Street Parking|Picnic Area|Utilities Included|Granite Countertops|Pool|Central Air|Stainless Steel Appliances
326,42.390819,-71.080377,2,1,1465,2769,Off-Street Parking|Fitness Center|Granite Countertops
327,42.346144,-71.135061,0,1,639,1058,Granite Countertops|Washer/Dryer|Pool|Utilities Included|Central Air
328,42.403487,-71.104359,1,1,911,2040,Central Air|Secure Entrance|Dishwasher|Utilities Included|Picnic Area|Off-Street Parking|Pool
329,42.315368,-71.152349,3,1,2045,3184,Utilities Included
330,42.363574,-71.119082,2,2,1565,3092,Pool|Dishwasher|Washer/Dryer|Fitness Center|Stainless Steel Appliances|Secure Entrance|Picnic Area
331,42.398314,-71.105559,4,3,2859,4190,Granite Countertops|Utilities Included|Secure Entrance|Fitness Center
332,42.394046,-71.06839,0,1,397,1014,Utilities Included|Central Air|Pool|Stainless Steel Appliances|Picnic Area|Off-Street Parking|Secure Entrance|Granite Countertops|Washer/Dryer|Dishwasher
333,42.387704,-71.11471,0,1,407,1040,Secure Entrance|Central Air|Washer/Dryer|Dishwasher|Utilities Included|Stainless Steel Appliances
334,42.367303,-71.060794,0,1,687,999,Picnic Area|Pool
335,42.325606,-71.135422,3,2,1093,3438,Utilities Included|Picnic Area|Secure Entrance|Dishwasher|Pool|Granite Countertops
336,42.341679,-71.076301,4,1,2375,4064,Fitness Center|Central Air
337,42.346877,-71.1456,1,1,1076,1505,Utilities Included|Dishwasher|Central Air|Picnic Area|Granite Countertops|Secure Entrance
338,42.351984,-71.104117,4,4,2489,4557,Fitness Center|Washer/Dryer|Central Air|Picnic Area
339,42.340304,-71.140791,0,1,396,1020,Utilities Included|Dishwasher|Pool|Off-Street Parking|Secure Entrance|Picnic Area
340,42.332726,-71.071253,4,1,2068,4679,Fitness Center|Utilities Included|Off-Street Parking|Dishwasher|Granite Countertops|Washer/Dryer|Central Air|Stainless Steel Appliances
341,42.404794,-71.097185,1,1,1043,1859,Washer/Dryer|Dishwasher|Secure Entrance|Stainless Steel Appliances|Pool|Fitness Center|Off-Street Parking|Utilities Included|Central Air|Picnic Area
342,42.372734,-71.142159,2,2,1448,2872,Off-Street Parking|Granite Countertops|Central Air|Secure Entrance
343,42.377008,-71.136442,0,1,412,1021,Central Air|Granite Countertops|Secure Entrance|Washer/Dryer|Utilities Included|Picnic Area|Fitness Center|Stainless Steel Appliances|Pool
344,42.330198,-71.123005,0,1,634,962,Picnic Area|Washer/Dryer
345,42.322141,-71.078732,3,3,1901,3360,Washer/Dryer|Central Air|Off-Street Parking|Stainless Steel Appliances|Granite Countertops|Dishwasher|Fitness Center|Secure Entrance|Pool|Picnic Area|Utilities Included
346,42.392237,-71.114196,4,3,2182,4333,Utilities Included|Central Air|Stainless Steel Appliances|Dishwasher|Secure Entrance
347,42.341777,-71.124813,1,1,1133,1860,Utilities Included|Dishwasher|Washer/Dryer|Central Air|Fitness Center|Secure Entrance|Picnic Area
348,42.332757,-71.119825,0,1,386,830,Granite Countertops|Central Air|Stainless Steel Appliances
349,42.407382,-71.057015,4,1,2477,3946,Utilities Included|Pool|Picnic Area
350,42.387943,-71.152884,2,1,1144,2358,Utilities Included|Secure Entrance|Granite Countertops|Stainless Steel Appliances|Off-Street Parking
351,42.396197,-71.146629,3,3,1812,3387,Fitness Center|Central Air|Utilities Included
352,42.400714,-71.1378,3,2,2021,3490,Utilities Included|Off-Street Parking|Picnic Area|Fitness Center|Washer/Dryer|Granite Countertops|Central Air|Dishwasher|Secure Entrance
353,42.328757,-71.115455,4,3,2411,4299,Utilities Included|Pool|Fitness Center|Picnic Area|Stainless Steel Appliances|Washer/Dryer|Dishwasher|Secure Entrance
354,42.342748,-71.141689,1,1,1106,1700,Washer/Dryer|Fitness Center|Secure Entrance|Granite Countertops|Dishwasher|Picnic Area|Utilities Included|Central Air|Pool
355,42.317146,-71.10032,2,2,1795,2499,Granite Countertops|Utilities Included
356,42.377991,-71.12726,1,1,804,1566,Washer/Dryer|Secure Entrance|Fitness Center|Picnic Area|Pool
357,42.322274,-71.117386,1,1,760,1941,Utilities Included|Secure Entrance|Picnic Area|Fitness Center|Granite Countertops|Central Air|Pool|Washer/Dryer
358,42.393125,-71.086977,1,1,894,1629,Fitness Center|Granite Countertops
359,42.347801,-71.096337,2,2,1325,2770,Off-Street Parking
360,42.395573,-71.063675,0,1,459,884,Dishwasher|Fitness Center|Granite Countertops|Pool|Stainless Steel Appliances
361,42.37519,-71.129489,4,3,1817,4516,Granite Countertops|Secure Entrance|Central Air|Off-Street Parking|Picnic Area|Washer/Dryer|Dishwasher|Pool|Stainless Steel Appliances
362,42.411123,-71.153195,4,2,2410,4021,Central Air|Off-Street Parking|Utilities Included|Fitness Center|Washer/Dryer|Stainless Steel Appliances|Granite Countertops|Picnic Area|Secure Entrance|Pool|Dishwasher
363,42.342305,-71.144536,0,1,397,913,Central Air|Stainless Steel Appliances
364,42.327368,-71.133367,0,1,384,892,Granite Countertops|Fitness Center|Central Air|Stainless Steel Appliances|Secure Entrance|Dishwasher|Picnic Area
365,42.355178,-71.091244,2,1,1080,2889,Picnic Area|Stainless Steel Appliances|Off-Street Parking|Washer/Dryer|Fitness Center|Granite Countertops|Dishwasher
366,42.322663,-71.139778,2,2,1442,2842,Granite Countertops|Washer/Dryer|Picnic Area|Utilities Included|Central Air|Pool
367,42.32532,-71.057086,1,1,845,1951,Stainless Steel Appliances|Utilities Included|Secure Entrance|Dishwasher|Fitness Center|Off-Street Parking|Washer/Dryer|Granite Countertops|Picnic Area|Pool|Central Air
368,42.396561,-71.081706,2,2,1647,2982,Off-Street Parking|Stainless Steel Appliances|Picnic Area|Dishwasher|Fitness Center|Pool|Central Air|Granite Countertops
369,42.343745,-71.14823,3,2,1636,3512,Washer/Dryer|Stainless Steel Appliances
370,42.389054,-71.067686,2,2,1563,2762,Granite Countertops|Central Air|Washer/Dryer|Secure Entrance|Picnic Area|Off-Street Parking
371,42.387146,-71.121135,4,1,2212,3741,Fitness Center|Washer/Dryer|Utilities Included|Granite Countertops|Central Air|Pool|Picnic Area|Secure Entrance
372,42.367219,-71.141245,0,1,594,900,Washer/Dryer|Utilities Included|Picnic Area|Pool|Secure Entrance
373,42.36911,-71.102441,3,1,1948,2802,Dishwasher|Granite Countertops|Stainless Steel Appliances|Fitness Center|Washer/Dryer|Pool|Secure Entrance|Off-Street Parking|Central Air|Utilities Included|Picnic Area
374,42.403056,-71.057316,3,3,2461,3601,Fitness Center|Pool|Granite Countertops|Dishwasher|Picnic Area
375,42.330984,-71.117411,2,1,1426,2456,Utilities Included|Off-Street Parking|Stainless Steel Appliances|Secure Entrance|Granite Countertops|Pool|Picnic Area
376,42.372818,-71.075068,4,2,2181,3983,Off-Street Parking|Stainless Steel Appliances|Secure Entrance
377,42.334034,-71.136931,2,2,1097,3030,Fitness Center|Dishwasher|Secure Entrance|Utilities Included|Pool|Granite Countertops|Picnic Area|Stainless Steel Appliances|Washer/Dryer|Off-Street Parking|Central Air
378,42.343042,-71.070841,1,1,1132,1816,Pool|Granite Countertops|Fitness Center|Dishwasher|Secure Entrance|Central Air|Utilities Included|Picnic Area
379,42.340872,-71.060778,2,1,1693,2209,Fitness Center|Utilities Included|Washer/Dryer|Off-Street Parking|Picnic Area
380,42.359649,-71.086249,0,1,619,1085,Fitness Center|Central Air|Stainless Steel Appliances|Utilities Included
381,42.359369,-71.130087,3,1,2112,2906,Off-Street Parking|Secure Entrance|Fitness Center|Granite Countertops|Central Air|Washer/Dryer|Utilities Included|Picnic Area|Pool|Stainless Steel Appliances|Dishwasher
382,42.360793,-71.115192,4,3,2321,4430,Washer/Dryer|Utilities Included|Fitness Center|Picnic Area|Granite Countertops|Off-Street Parking|Central Air|Pool|Dishwasher|Secure Entrance
383,42.348983,-71.123648,4,2,2916,4214,Fitness Center|Granite Countertops|Dishwasher
384,42.403135,-71.106554,3,2,1785,2984,Stainless Steel Appliances|Utilities Included|Picnic Area|Granite Countertops|Central Air|Fitness Center|Washer/Dryer|Pool|Off-Street Parking|Secure Entrance|Dishwasher
385,42.389702,-71.062415,4,2,2331,4052,Off-Street Parking|Stainless Steel Appliances|Picnic Area|Fitness Center|Utilities Included|Washer/Dryer|Secure Entrance|Central Air|Dishwasher
386,42.35355,-71.151254,3,1,1860,3673,Granite Countertops|Stainless Steel Appliances|Utilities Included|Secure Entrance|Central Air|Fitness Center|Off-Street Parking|Dishwasher|Washer/Dryer|Pool|Picnic Area
387,42.32474,-71.063031,3,2,1993,3230,Secure Entrance|Pool|Stainless Steel Appliances|Dishwasher|Fitness Center|Granite Countertops|Utilities Included
388,42.368845,-71.088784,3,2,2021,3151,Secure Entrance|Picnic Area|Central Air|Washer/Dryer|Utilities Included|Off-Street Parking
389,42.387596,-71.119974,3,3,1508,3625,Fitness Center|Picnic Area|Off-Street Parking|Utilities Included|Granite Countertops|Washer/Dryer|Stainless Steel Appliances|Secure Entrance|Central Air
390,42.379116,-71.103014,0,1,510,1077,Washer/Dryer|Utilities Included|Pool|Off-Street Parking|Secure Entrance|Granite Countertops
391,42.378472,-71.053875,2,2,1267,2483,Off-Street Parking|Picnic Area|Central Air|Granite Countertops|Stainless Steel Appliances|Pool|Utilities Included|Washer/Dryer
392,42.350894,-71.102629,0,1,565,1141,Pool|Utilities Included|Secure Entrance|Stainless Steel Appliances|Off-Street Parking|Central Air|Dishwasher|Picnic Area
393,42.337376,-71.131311,3,2,1770,3286,Picnic Area
394,42.382718,-71.076182,0,1,560,940,Granite Countertops|Utilities Included|Fitness Center
395,42.363571,-71.068714,4,1,1780,3964,Granite Countertops|Washer/Dryer|Picnic Area|Pool|Secure Entrance|Central Air|Dishwasher|Off-Street Parking|Stainless Steel Appliances|Fitness Center
396,42.374166,-71.096219,0,1,282,879,Central Air|Utilities Included
397,42.350528,-71.059353,4,1,2070,3644,Fitness Center
398,42.327044,-71.088386,0,1,714,1097,Stainless Steel Appliances|Washer/Dryer|Off-Street Parking|Picnic Area|Central Air|Granite Countertops|Dishwasher|Secure Entrance|Pool
399,42.371393,-71.129003,2,1,1025,2685,Pool|Washer/Dryer|Off-Street Parking|Granite Countertops|Stainless Steel Appliances|Secure Entrance|Fitness Center|Dishwasher|Utilities Included
400,42.327848,-71.130661,4,2,2550,4209,Secure Entrance|Central Air|Stainless Steel Appliances|Pool|Utilities Included|Granite Countertops|Dishwasher|Fitness Center|Picnic Area
401,42.37205,-71.100264,3,1,1953,3202,Utilities Included|Granite Countertops|Central Air|Off-Street Parking|Fitness Center
402,42.37707,-71.084561,2,1,1336,1901,Stainless Steel Appliances|Dishwasher|Granite Countertops
403,42.357952,-71.09005,2,2,1678,2709,Washer/Dryer|Secure Entrance|Fitness Center|Central Air|Dishwasher|Utilities Included
404,42.371402,-71.127313,1,1,852,1750,Dishwasher|Picnic Area|Central Air|Utilities Included|Fitness Center
405,42.351379,-71.137371,3,2,1862,3553,Pool|Stainless Steel Appliances
406,42.339469,-71.13249,1,1,859,2113,Stainless Steel Appliances|Central Air|Washer/Dryer|Off-Street Parking|Picnic Area|Dishwasher|Granite Countertops|Pool|Fitness Center
407,42.348551,-71.073876,2,2,1383,3228,Picnic Area|Central Air|Granite Countertops|Fitness Center|Utilities Included|Pool|Dishwasher|Washer/Dryer
408,42.368689,-71.148042,4,4,2042,4824,Washer/Dryer|Off-Street Parking|Fitness Center|Pool|Secure Entrance|Picnic Area|Stainless Steel Appliances|Dishwasher|Central Air|Utilities Included
409,42.376133,-71.121972,4,1,2417,3479,Stainless Steel Appliances|Secure Entrance|Fitness Center|Utilities Included|Pool|Off-Street Parking
410,42.367082,-71.082361,0,1,658,921,Granite Countertops|Washer/Dryer
411,42.314956,-71.107941,1,1,1068,1665,Stainless Steel Appliances|Washer/Dryer|Pool
412,42.326554,-71.090007,0,1,605,1041,Picnic Area|Stainless Steel Appliances|Dishwasher|Washer/Dryer|Fitness Center
413,42.363649,-71.124913,1,1,877,1992,Picnic Area|Pool|Utilities Included|Dishwasher|Stainless Steel Appliances|Washer/Dryer
414,42.343645,-71.055821,4,3,2427,3612,Granite Countertops|Fitness Center|Picnic Area|Dishwasher|Utilities Included|Off-Street Parking|Central Air|Stainless Steel Appliances|Washer/Dryer|Pool|Secure Entrance
415,42.337151,-71.149823,0,1,337,1233,Dishwasher|Central Air|Off-Street Parking|Pool|Stainless Steel Appliances|Fitness Center|Washer/Dryer|Granite Countertops|Secure Entrance|Utilities Included
416,42.354647,-71.112893,3,2,2202,3225,Utilities Included|Granite Countertops
417,42.325952,-71.124535,1,1,942,2088,Washer/Dryer|Picnic Area|Secure Entrance|Pool|Fitness Center|Off-Street Parking|Central Air|Granite Countertops|Utilities Included|Dishwasher|Stainless Steel Appliances
