,affilID,affiliation
204,205,"School of Chemical Engineering and Bioengineering, University of Ulsan, Ulsan, 680 749, Korea, Republic of  2  School of Materials Science and Engineering, University of Ulsan, Ulsan, 680 749, Korea, Republic of  3  Hyundai Motor Company, Fuel Cell Vehicle Team 1, 104 Mabuk dong, Giheung Gu, Yongin Si, Gyeonggi Do 446 912, Korea, Republic of"
205,206,"Fuel Cell Research Center, Korea Institute of Energy Research, 102, Gajeong ro, Yuseong gu, Daejeon 305 343, Korea, Republic of  2  Department of Chemical Engineering, Yonsei University, 134 Shinchon Dong, Seodaemun gu, 120 749, Seoul, Korea, Republic of"
206,207,"Department of Computer Science, University of Paderborn, Germany"
207,208,"Chem  Dept , Brookhaven Nat  Lab , Upton, NY, United States  2  Fuel Cell Syst  Dev  Div , Toyota Motor Corp , Susono, Japan"
208,209,"Center for Electrochemical Engineering, Department of Chemical Engineering, University of South Carolina, Columbia, SC 29208, United States  2  Department of Chemical Engineering, University of Massachusetts Amherst, Amherst, MA 01003, United States"
209,210,"State Key Laboratory of Electroanalytical Chemistry, Changchun Institute of Applied Chemistry, Chinese Academy of Sciences, Changchun 130022, Jilin, China  2  Graduate School, Chinese Academy of Sciences, Beijing 100039, China"
210,211,"School of Chemical Engineering and Bioengineering, Ulsan University, Ulsan 680 749, Korea, Republic of"
211,212,"Center for Electrochemical Engineering, Department of Chemical Engineering, University of South Carolina, Columbia, SC 29208, United States"
212,213,"Department of Chemistry, Technical University Berlin, 10623 Berlin, Germany"
213,214,"Beijing National Laboratory for Molecular Sciences, Institute of Chemistry, Chinese Academy of Sciences, Beijing 100190, China"
214,215,"Dept  of Comput  Sci , Aarhus Univ , Aarhus, Denmark"
215,216,"Centre for Quantum Comput    Intell  Syst , Univ  of Technol , Sydney, NSW, Australia"
216,217,"Dept  of Comput  Sci    Eng , Indian Inst  of Technol  Bombay, Mumbai, India"
217,218,"Maersk Mc Kinney Moller Institute, University of Southern Denmark, Campusvej 55, Odense M 5230, Denmark"
218,219,"Escuela Polit cnica, University of Extremadura, Av  Universidad S N, C ceres 10071, Spain"
219,220,"Department of Computer Science and Engineering, Indian Institute of Technology Bombay, Mumbai 400076, India"
220,221,"School of Computing, Dublin City University, Dublin, Ireland"
221,222,"Nokia Research Center, It merenkatu 11 13, Helsinki 00180, Finland  2  Nokia Devices, Keilalahdentie 4, Espoo 02150, Finland  3  Aalto University, Tekniikantie 14, Espoo 02150, Finland  4  Nokia Siemens Networks, Kaapelitie 4, Oulu 90650, Finland"
222,223,"Department of Computer Science, T l com Bretagne, Technop le Brest Iroise, Brest Cedex 3, CS 83818   29238, France"
223,224,"ReDCAD Laboratory, University of Sfax, B P 1088, Sfax 3018, Tunisia  2  CNRS, LAAS, 7 Avenue du Colonel Roche, Toulouse F 31077, France  3  UPS, INSA, INP, ISAE, LAAS, Universit  de Toulouse, Toulouse F 31077, France"
224,225,"National ICT Australia  NICTA , Australia  2  Pacific Northwest National Laboratory, United States  3  School of Computer Science and Engineering, University of New South Wales, Australia  4  Mahanakorn University of Technology, Bangkok, Thailand"
225,226,"Computer Science Departement, Engineering Faculty, Ferhat Abbas University of Setif, Setif 19000, Algeria  2  LIUPPA   IUT Bayonne, 2 All e du Parc Montaury, Anglet 64600, France"
226,227,"Johannes Kepler University Linz, Austria  2  Software Competence Center, Hagenberg, Austria"
227,228,"Department of Systems and Computer Engineering, Carleton University, Ottawa, ON, Canada  2  Nortel Networks, Ottawa, ON, Canada"
228,229,"Department of Computer Science, George Mason University, United States"
229,230,"Department of Applied IT, Chalmers Univ  of Technology, G teborg University, Sweden"
230,231,"IBBT DistriNet, Katholieke Universiteit Leuven, Leuven 3001, Belgium"
231,232,"Department of Software Systems, Tampere University of Technology, Finland"
232,233,"Dipartimento di Informatica, University of l Aquila, Italy  2  Dipartimento di Biologia di Base Ed Applicata, University of l Aquila, Italy"
233,234,"D I S Co , University of Milano Bicocca, Viale Sarca, 336, Milano 20126, Italy"
234,235,"Centro de Inform tica, Universidade Federal de Pernambuco  UFPE , Recife, PE, Brazil"
235,236,"LISTIC Lab, University of Savoie, France  2  RMoD Team, INRIA Lille Nord Europe, France"
236,237,"Computer Science Department, Federal University of Rio Grande Do Norte  UFRN , Natal, RN 59072 970, Brazil"
237,238,"School of Computer Science, University of Birmingham Edgbaston, Birmingham B15 2TT, United Kingdom"
238,239,"Dept  of Computer Systems, University of S o Paulo   USP, PO Box 668, S o Carlos, SP 13560 970, Brazil"
239,240,"E U  Inform tica, Technical University of Madrid  UPM , Madrid, Spain"
240,241,"Department of Computer Science, Aarhus University, Aarhus, Denmark"
241,242,"Centre for Quantum Computation and Intelligent Systems, Faculty of Engineering and Information Technology, University of Technology, Sydney, NSW 2007, Australia  2  State Key Laboratory of Intelligent Technology and Systems, Department of Computer Science and Technology, Tsinghua University, Beijing 100084, China"
242,243,"Informatics and Mathematical Modelling, Technical University of Denmark, 2800 Kgs  Lyngby, Denmark  2  IBM Research   Z rich, S umerstrasse 8, R schlikon 8803, Switzerland"
243,244,"Dipartimento di Informatica, University of l Aquila, Italy"
244,245,"LINA Laboratory, University of Nantes, 2 rue de la Houssiniere, NANTES 44322, France"
245,246,"Department of Computer Science, Aarhus University, Aarhus, Denmark  2  Department of Computer Science, University of Iceland, Reykjav k, Iceland  3  Systematic A S, Aarhus, Denmark"
246,247,"Ilmenau University of Technology, P O  Box 10 05 65, Ilmenau 98684, Germany"
247,248,"LGI2P   Ecole des Mines d Al s, N mes, France"
248,249,"INRIA Lille Nord Europe, LIFL CNRS UMR 8022, Universit  des Sciences et Technologies de Lille, France"
249,250,"Institute for Systems Engineering and Automation, Johannes Kepler University Linz, Austria"
250,251,"School of Computing, IT and Engineering, University of East London, London, United Kingdom"
251,252,"Institute of Software Systems, Tampere University of Technology, PL 553, Tampere 33101, Finland"
252,253,"Orange Labs, 2 avenue P  Marzin, Lannion 22300, France  2  Institut T l com, T l com Bretagne, Lab STICC UMR CNRS 3192, UEB, Technopole Brest Iroise, Brest 29238, France"
253,254,"ThoughtWorks, 168 173 High Holborn, London WC1V 7AA, United Kingdom"
254,255,"Universit  Degli Studi dell Aquila, via Vetoio, L Aquila I 67100, Italy"
255,256,"MGPS, Port Saint Louis, France  2  LIRMM, University of Montpellier II CNRS, Montpellier, France"
256,257,"MTIC EA4171, INSA de Lyon, Universit  de Lyon 1, Bron F69677, France"
257,258,"Electrical and Computer Engineering, University of British Columbia, 2332 Main Mall, Vancouver, BC V6T1Z4, Canada"
258,259,"LIRMM, CNRS and Montpellier University, France  2  VALORIA, Universit  Bretagne Sud, Vannes, France  3  Universit  Lille Nord de France, France  4   cole des Mines de Douai, France"
259,260,"Department of Computer Science, University of Leicester, University Road, Leicester LE1 7RH, United Kingdom  2  Faculty of Sciences, University of Lisbon, Campo Grande, Lisboa 1749 016, Portugal"
260,261,"University of Groningen, Netherlands  2  Fontys University of Applied Sciences Venlo, Netherlands"
261,262,"University of Leipzig, Klostergasse 3, Leipzig 04107, Germany  2  University of Duisburg Essen, Sch tzenbahn 70, Essen 45127, Germany"
262,263,"Department of Computer Science and Engineering, Indian Institute of Technology Bombay, Powai, Mumbai 400076, India"
263,264,"Philips Research, High Tech Campus 37, Eindhoven 5656 AE, Netherlands"
264,265,"Department of Information and Computing Sciences, University of Utrecht, P O  Box 80 089, Utrecht, TB 3508, Netherlands"
265,266,"LIRMM, CNRS and Montpellier University, France  2  Computer Science Department, University of Biskra, Algeria"
266,267,"Institute of Automatic Control and Computational Engineering, Warsaw University of Technology, Poland"
267,268,"Paluno   the Ruhr Institute for Software Technology, University of Duisburg Essen, Universit tsstr  9, Essen 45141, Germany"
268,269,"ReDCAD Laboratory, University of Sfax, B P  1173, Sfax 3038, Tunisia"
269,270,"Department of Mathematics and Computing Science, University of Groningen, Netherlands"
270,271,"IT University of Copenhagen, Denmark  2  Rey Juan Carlos University, Spain"
271,272,"University of Virginia, Department of Computer Science, 151 Engineer s Way, Charlottesville, VA 22904, United States"
272,273,"VTT Technical Research Centre of Finland, Oulu, Finland  2  Telecom Paris Tech , Paris, France  3  Research Center Henri Tudor, Kirchberg, Luxembourg  4  Nokia Siemens Networks, Espoo, Finland  5  Oppida, Montigny le Bretonneux, France  6  Nextel S A , Zamudio, Spain"
273,274,"Fraunhofer IESE, Fraunhofer Platz 1, 67663 Kaiserslautern, Germany"
274,275,"VTT Technical Research Centre of Finland, Kaitov yl  1, P O  Box 1100, 90571 Oulu, Finland"
275,276,"Faculty of Engineering and Science, University of Agder, Serviceboks 509, NO 4898 Grimstad, Norway"
276,277,"Information and Computing Sciences, University Utrecht, Utrecht, Netherlands"
277,278,"VTT Technical Research Centre of Finland, Vuorimiehentie 3, P O  Box 1000, FIN 02044 VTT, Espoo, Finland  2  VTT Technical Research Centre of Finland, Microkatu 1, P O  Box 1199, FIN 70211, Kuopio, Finland  3  VTT Technical Research Centre of Finland, Kaitov yl  1, P O  Box 1100, FIN 90590, Oulu, Finland"
278,279,"System Engineering and Computer Science, COPPE UFRJ, Federal University of Rio de Janeiro, Brazil"
279,280,"Norsk Regnesentral, Blindern, Oslo, Norway  2  UNU MERIT, Keizer Karelplein 19, Maastricht, Netherlands  3  FreeCode AS, Nydalsveien 30 A, Oslo, Norway"
280,281,"IRIT, University of Toulouse, 118 Route de Narbonne, 31062 Toulouse Cedex 9, France"
281,282,"IT University of Gothenburg, Germany  2  Utrecht University, Netherlands"
282,283,"ISVWorld, Utrecht, Netherlands  2  Utrecht University, Utrecht, Netherlands"
283,284,"Technical University of Denmark, Richard Petersens Plads, 2800 Lyngby, Denmark"
284,285,"Department of Computing Science, University of Groningen, Nijenborgh 9, 9747 AG, Netherlands"
285,286,"United Arab Emirates University, P O  Box 17551, Al Ain, United Arab Emirates"
286,287,"Department of Computer Science, University of Pisa, Largo B  Pontecorvo 3, Pisa, Italy  2  Istituto di Informatica e Telematica, Consiglio Nazionale Delle Ricerche, G  Moruzzi 1, Pisa, Italy"
287,288,"Ericsson, Oy L M Ericsson Ab, Hirsalantie 11, 02420 Jorvas, Finland"
288,289,"Lero, University of Limerick, Limerick, Ireland  2  Johannes Kepler University, Linz, Linz, Austria  3  Vienna University of Technology, Vienna, Austria"
289,290,"DISCo , University of Milano Bicocca, viale Sarca 336, 20126 Milan, Italy"
290,291,"Department of Computer Science, University of Twente, P O  Box 217, 7500 AE Enschede, Netherlands"
291,292,"West University of Timisoara, Faculty of Mathematics and Computer Science, Romania"
292,293,"Linnaeus University, Software Technology Group, Sweden"
293,294,"School of Innovation, Design and Engineering, M lardalen University, SE 721 23 V ster s, Sweden"
294,295,"Italy Innovation Center, Hewlett Packard Italiana S r l , Cernusco s N  MI , Italy  2  VTT Technical Research Centre of Finland, Oulu, Finland  3  Norwegian Computing Center, Oslo, Norway  4  TXT e solutions S p A , Valenzano  BA , Italy"
295,296,"Department of Mathematics and Computing Science, University of Groningen, Nijenborgh 9, 9747 AG Groningen, Netherlands"
296,297,"Dipartimento di Informatica, Universit  dell Aquila, L Aquila, Italy"
297,298,"Telecommunications Software and Systems Group, West Campus, Waterford Institute of Technology, Ireland"
298,299,"Nokia Siemens Networks, P O  Box 6, 02022, Finland"
299,300,"Tampere University of Technology, Department of Software Systems, P O Box 553x, FI 33101 Tampere, Finland"
300,301,"Artechra, Hemel Hempstead, United Kingdom  2  Artechra, London, United Kingdom"
301,302,"Shanghai Fandi Information Ltd , Caoxi North Street367, Xuhuiqu, Shanghai, China  2  ITU Copenhagen, Copenhagen, Denmark  3  IIIT Hyderabad, Hyderabad, India"
302,303,"Laboratory for Advanced Software Engineering Research  LASER , Department of Computer Science, University of Massachusetts Amherst, 140 Governors Drive, Amherst, MA 01003, United States"
303,304,"DistriNet Research Group, Department of Computer Science, Katholieke Universiteit Leuven, Leuven, Belgium"
304,305,"Dept  of Information Technologies, Abo Akademi University, Turku, Finland  2  Dept  of Software Systems, Tampere University of Technology, Tampere, Finland"
305,306,"University of Western Ontario, Dept  of Electrical and Computer Engineering, London, ON N6A 5B9, Canada"
306,307,"CELEKT Group, Linnaeus University, V xj , Sweden  2  Software Technology Group, Linnaeus University, V xj , Sweden"
307,308,"IT University, Copenhagen, Denmark  2   bo Akademi University, Turku, Finland  3  Blekinge Institute of Technology, Sweden"
308,309,"UAE University, P O  Box 17551, Al Ain, United Arab Emirates  2  Intuit, Mountain View, CA, United States  3  Utrecht University, Utrecht, Netherlands"
309,310,"Catholic University of Leuven, Celestijnenlaan 200A, 3000 Leuven, Belgium  2  University of Groningen, PO Box 407, 9700 AK Groningen, Netherlands  3  University of Namur, rue de Bruxelles 61, 5000 Namur, Belgium"
310,311,"Utrecht University, Netherlands  2  GX Software"
311,312,"Department of Applied Information Technology, Chalmers University of Technology, University of Gothenburg, Germany"
312,313,"Research and Advanced Engineering, Ford Motor Company, Dearborn, MI, United States  2  Electric and Electronic Systems Engineering, Volvo Car Corporation, G teborg, Sweden"
313,314,"Institute for Software Research, Carnegie Mellon University, Pittsburgh, PA 15213, United States"
314,315,"Department of Computer Science, University of Auckland, Auckland, New Zealand"
315,316,"School of Computing, Clemson University, Clemson, SC 29634, United States"
316,317,"IRIT, University of Toulouse, France  2  ReDCAD, ENIS, University of Sfax, Tunisia"
317,318,"School of Innovation, Design and Engineering, M lardalen University, V ster s, Sweden"
318,319,"Computing Systems Department, University of Castilla La Mancha, Spain  2  Dept  LSI2  Computing Languages and Systems II , Rey Juan Carlos University, Spain  3  Electrical and Computer Engineering Department, University of Texas, Austin, TX, United States"
319,320,"Warsaw University of Technology, Institute of Automatic Control and Computational Engineering, Poland"
320,321,"School of Computer Science, University of St  Andrews, St Andrews, KY16 9SX, United Kingdom"
321,322,"Institute of Informatics, Warsaw University, Banacha 2, 02 097 Warsaw, Poland"
322,323,"MIRACL, ISIMS, Tunisia  2  Computer Science Department, T l com  SudParis, France"
323,324,"LIRMM, CNRS, Montpellier II University, France  2  Computer Science Department, University of Biskra, Algeria"
324,325,"School of Computer Science, Carnegie Mellon University, Pittsburgh, PA 15213, United States  2  Centre for Mathematical Research  CIMAT , Zacatecas, ZAC, 98060, Mexico  3  IEETA DETI, Uni  of Aveiro, Campus Universitario de Santiago, 3810 193 Aveiro, Portugal"
325,326,"University Duisburg Essen, Germany"
326,327,"Dept  Computer Science, University of M laga, M laga, Spain"
327,328,"School of Computing and Communications, InfoLab21, Lancaster University, South Drive, Lancaster LA1 4WA, United Kingdom"
328,329,"University of Campinas, Campinas, SP, Brazil"
329,330,"OPUS Research Group, Informatics Department, PUC Rio, Rio de Janeiro, Brazil  2  Informatics Department, UFRN, Natal, Brazil"
330,331,"Eindhoven University of Technology, Eindhoven, Netherlands"
331,332,"Department of Machine Design, Royal Institute of Technology, Stockholm, Sweden  2  Volvo Technology Corporation, Electronics and Software, SE 405 08 Gothenburg, Sweden"
332,333,"Lero   The Irish Software Engineering Research Centre, University of Limerick, Ireland  2  University of Groningen, Netherlands  3  IT University of Copenhagen, Denmark"
333,334,"FernUniversit t in Hagen, Germany"
334,335,"Department of Computer Engineering, Bilkent University, Ankara 06800, Turkey"
335,336,"Universidad Rey Juan Carlos, Madrid, Spain  2  IBM Research, Zurich, Switzerland  3  Vienna University of Technology, Vienna, Austria  4  University of Groningen, Groningen, Netherlands"
336,337,"Maersk Mc Kinney Moller Institute, University of Southern Denmark, Campusvej 55, 5230 Odense M, Denmark"
337,338,"Paluno   The Ruhr Institute for Software Technology, University of Duisburg Essen, Gerlingstrae 16, 45127 Essen, Germany"
338,339,"State University of Maring , Maring  PR, Brazil  2  University of S o Paulo, S o Carlos SP, Brazil  3  Pontificial Catholic University of Rio de Janeiro, Rio de Janeiro RJ, Brazil"
339,340,"Universit  degli Studi di Milano Bicocca, Dipartimento di Informatica, Sistemistica e Comunicazione, Edificio U14, Viale Sarca 336, 20126, Milan, Italy  2  Politecnico di Milano, Dipartimento di Elettronica Ed Informazione, Piazza Leonardo da Vinci, 32, 20133, Milan, Italy  3  Universit  degli Studi di Bergamo, Dipartimento dell Informazione e Metodi Matematici, Viale Marconi, 5, 24024, Dalmine  BG , Italy"
340,341,"Bilkent University, Department of Computer Engineering, Bilkent 06800 Ankara, Turkey  2  Ozyegin University, Department of Computer Engineering, Istanbul, Turkey"
341,342,"Universit  de Nice Sophia Antipolis   I3S  CNRS UMR 6070 , France  2  PReCISE Research Centre, University of Namur, Belgium  3  INRIA Lille Nord Europe, Univ  Lille 1   CNRS UMR 8022, France"
342,343,"Technical University of Madrid,  UPM    Universidad Polit cnica de Madrid, Systems and Software Technology Group  SYST , Madrid, Spain  2  Department of Computing, Imperial College of London, London, United Kingdom"
343,344,"Fraunhofer Institute for Experimental Software Engineering  IESE , Fraunhofer Platz 1, 67663 Kaiserslautern, Germany"
344,345,"Department of Computer Systems, University of S o Paulo   USP, PO Box 668, 13560 970, S o Carlos, SP, Brazil"
345,346,"Information and Computer Sciences Department, King Fahd University of Petroleum and Minerals, P O  Box 1594, Dhahran 31261, Saudi Arabia"
346,347,"Pacific Northwest National Lab , Richland, WA, United States  2  Ozyegin University, Istanbul, Turkey  3  University of Twente, Enschede, Netherlands"
347,348,"QAware GmbH, Aschauer Str  32, 81549 Munich, Germany  2  University of Erlangen Nuremberg, Computer Science Department, Programming Systems Group, Martensstr  3, 91058 Erlangen, Germany"
348,349,"Dpto  de Lenguajes Y Ciencias de la Comunicaci n, Universidad de M laga, Spain"
349,350,"VTT Technical Research Centre of Finland, Oulu, Finland"
350,351,"Instituto de Telecomunica  es, University of Aveiro, 3810 193 Aveiro, Portugal  2  Algoritmi Research Center, University of Minho, 4800 Guimar es, Portugal"
351,352,"Software Engineering Group, Christian Albrechts University Kiel, 24098 Kiel, Germany"
352,353,"Department of Informatics   Software Systems Engineering, Clausthal University of Technology, Julius Albert Str  4, 38678 Clausthal Zellerfeld, Germany"
353,354,"Dept  of Computer Systems, University of S o Paulo   USP, PO Box 668, 13560 970, S o Carlos, SP, Brazil  2  Fraunhofer Institute for Experimental Software Engineering, Fraunhofer Platz 1, 67663, Kaiserslautern, Germany"
354,355,"Software Engineering Group, University of Kiel, D 24098 Kiel, Germany"
355,356,"School of Computer Science, Carnegie Mellon University, Pittsburgh, PA 15213, United States  2  Department of Informatics Engineering, Faculty of Engineering, University of Porto, Porto, Portugal"
356,357,"VU University Amsterdam, Netherlands"
357,358,"Paluno   The Ruhr Institute for Software Technology, University of Duisburg Essen, 45127 Essen, Germany"
358,359,"Technische Universiteit Eindhoven, Eindhoven, Netherlands"
359,360,"University Politehnica of Bucharest, Bucharest, Romania  2  Technical Research Centre of Finland, Oulu, Finland"
360,361,"Software Engineering and Architecture Group, University of Groningen, Netherlands"
361,362,"State Key Lab of Software Engineering, Wuhan University, Wuhan, China  2  Department of Computer Engineering, Neyriz Branch, Islamic Azad University, Neyriz, Iran  3  Department of Computing Science, University of Groningen, Groningen, Netherlands"
362,363,"LIUPPA, University of Pau, Avenue de l universit , 64013 Pau, France"
363,364,"Research Studios Austria, Thurngasse 8 3 20, Vienna, Austria  2  Vienna University of Technology, Favoritenstrasse 9 11, Vienna, Austria"
364,365,"University of Kiel, Institute of Computer Science, Software Engineering Group, D 24118 Kiel, Germany"
365,366,"PReCISE Research Center, Faculty of Computer Science, University of Namur, Belgium"
366,367,"Computer Science and Engineering Department, Pohang University of Science and Technology  POSTECH , Pohang, Korea, Republic of"
367,368,"Linnaeus University, Software Technology Group, V xj , Sweden"
368,369,"Dept  Computer Sc  and Eng , Chalmers Univ  of Technology, G teborg, Sweden  2  Dept  94121, PVD2 1, Volvo Car Corporation, G teborg, Sweden"
369,370,"Faculty of Computer Science, University of Vienna, Austria  2  Rey Juan Carlos University, Madrid, Spain"
370,371,"Institute E Austria Timisoara, West University of Timisoara, Romania"
371,372,"Christian Doppler Laboratory for Software Engineering Integration for Flexible Automation Systems, Institute of Software Technology and Interactive Systems, Vienna University of Technology, Favoritenstrasse 9 11 188, 1040 Vienna, Austria"
372,373,"Alexandra Institute, Aarhus, Denmark"
373,374,"Aalto University, Finland  2  Nokia Research Center, Finland"
374,375,"National ICT Australia  NICTA , University of New South Wales, Australia  2  School of Computer Science and Engineering, University of New South Wales, Australia"
375,376,"Software and Systems Group, IT University of Copenhagen, Copenhagen, Denmark"
376,377,"University of Groningen, Netherlands  2  Linnaeus University, Sweden  3  Fraunhofer IESE, Germany"
377,378,"Institute of Computer Science, University of Tartu J , Liivi 2, Tartu, Estonia"
378,379,"Information and Computing Sciences, Utrecht University, Netherlands"
379,380,"Gloin, Calle de las Ocas 2, C ceres, Spain  2  Department of Computer Science, University of M laga, Spain"
380,381,"Oak Ridge National Laboratory, 1 Bethel Valley Rd , Oak Ridge, TN, United States"
381,382,"Department of Informatics, University of Zurich, Zurich, Switzerland"
382,383,"NICTA, Australia Technology Park, Eveleigh, Australia, School of Computer Science and Engineering, University of New South Wales, Australia"
383,384,"Oxford E Research Centre, University of Oxford, Oxford, United Kingdom  2  Department of Computer Science, University of Oxford, Oxford, United Kingdom  3  Brunel Institute of Power Systems, Brunel University, London, United Kingdom  4  Open Grid Systems Ltd , Glasgow, United Kingdom"
384,385,"Dept  of Computer Systems, University of S o Paulo   USP, PO Box 668, 13560 970, S o Carlos, SP, Brazil"
385,386,"National Institute for Health and Welfare, Helsinki, Finland"
386,387,"ABB Corporate Research, Industrial Software Systems, Segelhofstrasse 1K, CH 5405 Baden D ttwil, Switzerland"
387,388,"FZI Research Center for Information Technologies, Haid und Neu Str  10 14, 76131 Karlsruhe, Germany"
388,389,"Tampere University of Technology, Korkeakoulunkatu 1, FI 33720 Tampere, Finland"
389,390,"Fraunhofer Institute for Experimental Software Engineering, 67663 Kaiserslautern, Germany"
390,391,"Free University of Bozen Bolzano, Piazza Domenicani, 3, I 39100 Bolzano, Italy  2  University of Helsinki, PO Box 68, FI 00014, Helsinki, Finland"
391,392,"Tampere University of Technology, P O  Box 553, 33101 Tampere, Finland"
392,393,"Department of Computer Engineering, Bilkent University, Ankara, Turkey  2  Department of Computer Engineering, Ozyegin University, Istanbul, Turkey"
393,394,"School of Computing, Dublin City University, Ireland Lero   the Irish Software Engineering Research Center, Ireland"
394,395,"Key Lab  of Coal to Ethylene Glycol   Its Related Technol , Fujian Inst  of Res  an the Struct  of Matter, Fuzhou, China"
395,396,"Department of Informatics, University of Pretoria, Pretoria, South Africa  2  Electronics and Microelectronics, Dept  of Electrical, Electronic and Computer Engineering, University of Pretoria, Pretoria, South Africa  3  ECE Department, Drexel University, Philadelphia, PA 19104, United States  4  Center for Artificial Intelligence Research  CAIR , CSIR Meraka  5  SMCS, IEEE South Africa Section  6  IEEE Committee on Global Accreditation Activities  CGAA   7  Educational Activities Board  EAB"
396,397,"Dept  of Chem  Eng , Nat  Taiwan Univ  of Sci    Technol , Taipei, Taiwan"
397,398,"Department of Materials Science and Chemical Engineering, Shizuoka University, 3 5 1 Johoku, Hamamatsu, Shizuoka 432 8561, Japan  2  Toyota Motor Corporation Fuel Cell System Development Division, 1200 Mishuku, Susono, Shizuoka 410 1193, Japan"
398,399,"IT University of Copenhagen, Copenhagen, Denmark  2  NTNU, Trondheim, Norway  3  KTH, CSC, PDC, Sweden  4  SINTEF, Oslo, Norway  5  Technical University of Tampere, Finland  6  University of TarTu, Estonia"
399,400,"Dipartimento di Informatica, University of l Aquila, Italy  2  Department of Computer Engineering, Bilkent University, Ankara, Turkey"
400,401,"Excet Inc , Springfield, VA 22151, United States  2  Dynalene Inc , Whitehall, PA 18052, United States  3  US Naval Research Laboratory, Chemistry Division, 4555 Overlook Avenue, SW, Washington, DC 20375, United States"
401,402,"Toyota Central R and D Labs , Inc , 41 1, Yokomichi, Nagakute, Aichi, 480 1192, Japan"
402,403,"Fuel Cell System Development Div , Toyota Motor Corporation, 1200 Mishuku, Susono, Shizuoka 410 1193, Japan"
403,404,"Chemical and Biological Engineering and Clean Energy Research Centre, University of British Columbia, 2360 East Mall, Vancouver, BC, V6T 1Z3, Canada  2  National Research Council of Canada, 4250 Wesbrook Mall, Institute for Fuel Cell Innovation, Vancouver, BC, V6T 1W5, Canada  3  Ballard Power Systems, Inc , 9000 Glenlyon Parkway, Burnaby, BC, V5J 5J8, Canada"
404,405,"Department of Metallurgical and Materials Engineering, Colorado School of Mines, Golden, CO 80401, United States  2  National Renewable Energy Laboratory, Golden, CO 80401, United States  3  Department of Chemistry, Colorado School of Mines, Golden, CO 80401, United States"
405,406,"Department of Chemistry, Queen s University, Kingston, ON K7L 3N6, Canada"
406,407,"Department of Life Sciences, IMAR   Institute of Marine Research, University of Coimbra, 3004 517 Coimbra, Portugal  2  Institute of Oceanography, FCUL Campo Grande, 1749 016 Lisbon, Portugal  3  Institute for Natural Resource Conservation, Department of Ecosystem Management, Olshausenstr  75, D 24118 Kiel, Germany"
407,408,"University of Rochester, Department of Chemical Engineering, Gavett Hall 206, Rochester, NY 14627, United States  2  University of Illinois at Urbana Champaign, Department of Chemical and Biomolecular Engineering, 600 S  Mathews Ave, Urbana, IL 61801, United States"
408,409,"Department of Materials Science and Engineering, University of California, Los Angeles, CA 90095, United States  2  California NanoSystems Institute, University of California, Los Angeles, CA 90095, United States  3  China University of Petroleum, Beijing, China"
409,410,"Instituto de Carboqu mica, CSIC, Miguel Luesma Cast n 4, 50018, Zaragoza, Spain  2  Istituto di Tecnologie Avanzate per l Energia Nicola Giordano, CNR, Via Salita S  Lucia Sopra Contesse 5, Messina, Italy"
410,411,"Department of Chemistry, Chemical Engineering Division, Technical University Berlin, Berlin 10623, Germany"
411,412,"Department of Mechanical Engineering, Purdue School of Engineering and Technology, Indiana University Purdue University, Indianapolis, IN 46202, United States"
412,413,"Center for Electrochemical Science and Engineering, Department of Chemical and Biological Engineering, Illinois Institute of Technology, Chicago, IL 60616, United States"
413,414,"College of Environmental and Energy Engineering, Beijing University of Technology, Beijing 100124, China  2  College of Engineering, Peking University, Beijing 100871, China"
414,415,"Fuel Cell Nanomaterials Center, University of Yamanashi, Miyamae 6 43, Kofu 400 0021, Japan  2  Clean Energy Research Center, University of Yamanashi, Takeda 4, Kofu 400 8511, Japan"
415,416,"Renewable Energy Resources Lab  RERL , University of California, Irvine, Irvine, CA 92697 3975, United States  2  Texas AandM University, College Station, TX 77843, United States  3  Los Alamos National Laboratory  LANL , Los Alamos, NM 87545, United States"
416,417,"Dalian Institute of Chemical Physics, Chinese Academy of Sciences, Dalian, 116023, China  2  Dalian National Laboratory for Clean Energy, Dalian 116023, China  3  Graduate University, Chinese Academy of Sciences, Beijing 100039, China"
417,418,"Department of Mechanical Engineering, University of Botswana, P Bag 0061, Gaborone, Botswana"
418,419,"Division of Nanomaterials and Chemistry, Hefei National Laboratory for Physical Sciences at Microscale, Hefei 230026, China  2  Department of Chemistry, National Synchrotron Radiation Laboratory, University of Science and Technology of China, Hefei 230026, China"
419,420,"Department of Systems Engineering, University of Arkansas at Little Rock, Little Rock, AR 72204, United States  2  Chemical Sciences and Engineering Division, Argonne National Laboratory, Argonne, IL 60439 4837, United States  3  Department of Chemistry, University of Arkansas at Little Rock, Little Rock, AR 72204, United States  4  Department of Applied Science, University of Arkansas at Little Rock, Little Rock, AR 72204, United States"
420,421,"Centre for Pattern Analysis and Machine Intelligence, University of Waterloo, ON, Canada"
421,422,"Daimler AG, R and D MEA and Stack Technology, Kirchheim Nabern 73230, Germany  2  Ford Motor Company, Dearborn, MI 48124, United States"
422,423,"Energy Lab , Emerging Tech  Research Center, Samsung Advanced Institute of Technology, San  14 1, Nongseo dong, Giheung gu, Yongin, Gyeonggi do, 446 712, Korea, Republic of"
423,424,"Key Laboratory of Environmentally Friendly Chemistry and Applications, Ministry of Education, Xiangtan University, Xiangtan, Hunan 411105, China"
