,paperID,abstract,title,terms,authors,affiliation,pubYear,confName
248,249,"Component based product line architectures  PLAs  must support two operations  application configuration   the construction of valid application specifications  , and application generation   the compilation of specifications into executable applications  Whereas configuration is a combinatorial task involving advanced knowledge based reasoning, generation is a deterministic compilation process  This suggests an application synthesis model where configuration and generation are carried out separately by interoperable tools  To this end, we introduce a PLA development toolkit which includes a constraint based configuration language and an aspect based generation language supporting the same architecture model  The toolkit imposes dual PLA implementations consisting of a configuration program and a generation program  The compilation of the configuration program yields an interactive configurator used to produce valid configurations at run time  Valid configurations are then compiled by the generator with the generation program to produce Java applications  Overall, this model allows the use of powerful configuration and generation technologies   namely, Constraint Programming and Aspect Oriented Programming   while enforcing view consistency and tool interoperability   24 refs",Aspects and constraints for implementing configurable product line architectures,"['Algorithms', 'Constraint theory', 'Interoperability', 'Java programming language', 'Knowledge engineering', 'Product development', 'Specifications', 'Application generation', 'Graph algorithm', 'Knowledge-based reasoning', 'Product-line architecture (PLA)', 'Telecommunication  Radar, Radio and Television', 'Computer Theory, Includes Formal Logic, Automata Theory, Switching Theory, Programming Theory', 'Computer Programming', 'Computer Programming Languages', 'Artificial Intelligence', 'Production Engineering']","['Lesaint, David', '', '', 'Papamargaritis, George']","BT Exact, Intelligent Systems Lab , 11, place des Vosges, 92061 Courbevoie, France  2  BT Exact, Intelligent Systems Lab , Adastral Park, Martlesham Heath, Suffolk IP5 3RE, United Kingdom",2004,WICSA
249,250,"Component integration plays a decisive role in service oriented architectures  SOAs   The technical implementation must faithfully reflect business and enterprise integration requirements  This implies a good understanding of the globally observable message choreography but also of how messages are handled by the involved components and by the SOA middleware  In this paper we present a solution to the problem of keeping global and local viewpoints in synchronization via a common message choreography metamodel  As main contribution we shape various interpretations of global choreographies, which were left unspecified in state of the art choreography approaches  We have implemented a message choreography modeling  MCM  environment incorporating these contributions  MCM seamlessly complements existing models at SAP  We show how service integration experts, architects, and testers can benefit from our approach that enables model based integration testing and model verification facilities    2009 IEEE   16 refs",Viewpoints for modeling choreographies in service oriented architectures,"['Architecture', 'Information services', 'Middleware', 'Semantic Web', 'Service oriented architecture (SOA)', 'Component integration', 'Enterprise Integration', 'Integration testing', 'Meta model', 'Model verification', 'Model-based', 'Service integration', 'Technical implementation', 'Information Services', 'Information Science', 'Computer Applications', 'Computer Programming', 'Computer Software, Data Handling and Applications', 'Digital Computers and Systems', 'Buildings and Towers']","['Wieczorek, Sebastian', '', '', 'Roth, Andreas', '', '', 'Stefanescu, Alin', '', '', 'Kozyura, Vitaly', '', '', 'Charfi, Anis', '', '', 'Kraft, Frank Michael', '', '', 'Schieferdecker, Ina']","SAP Research, Bleichstr  8, 64283 Darmstadt, Germany  2  SAP AG, Dietmar Hopp Allee 16, 69190 Walldorf, Germany  3  Fraunhofer FOKUS, Kaiserin Augusta Allee 31, 10589 Berlin, Germany",2009,ECSA
250,251,"Component integration plays a decisive role in service oriented architectures  SOAs   The technical implementation must faithfully reflect business and enterprise integration requirements  This implies a good understanding of the globally observable message choreography but also of how messages are handled by the involved components and by the SOA middleware  In this paper we present a solution to the problem of keeping global and local viewpoints in synchronization via a common message choreography metamodel  As main contribution we shape various interpretations of global choreographies, which were left unspecified in state of the art choreography approaches  We have implemented a message choreography modeling  MCM  environment incorporating these contributions  MCM seamlessly complements existing models at SAP  We show how service integration experts, architects, and testers can benefit from our approach that enables model based integration testing and model verification facilities    2009 IEEE   16 refs",Viewpoints for modeling choreographies in service oriented architectures,"['Architecture', 'Information services', 'Middleware', 'Semantic Web', 'Service oriented architecture (SOA)', 'Component integration', 'Enterprise Integration', 'Integration testing', 'Meta model', 'Model verification', 'Model-based', 'Service integration', 'Technical implementation', 'Information Services', 'Information Science', 'Computer Applications', 'Computer Programming', 'Computer Software, Data Handling and Applications', 'Digital Computers and Systems', 'Buildings and Towers']","['Wieczorek, Sebastian', '', '', 'Roth, Andreas', '', '', 'Stefanescu, Alin', '', '', 'Kozyura, Vitaly', '', '', 'Charfi, Anis', '', '', 'Kraft, Frank Michael', '', '', 'Schieferdecker, Ina']","SAP Research, Bleichstr  8, 64283 Darmstadt, Germany  2  SAP AG, Dietmar Hopp Allee 16, 69190 Walldorf, Germany  3  Fraunhofer FOKUS, Kaiserin Augusta Allee 31, 10589 Berlin, Germany",2009,WICSA
251,252,"Component integration plays a decisive role in service oriented architectures  SOAs   The technical implementation must faithfully reflect business and enterprise integration requirements  This implies a good understanding of the globally observable message choreography but also of how messages are handled by the involved components and by the SOA middleware  In this paper we present a solution to the problem of keeping global and local viewpoints in synchronization via a common message choreography metamodel  As main contribution we shape various interpretations of global choreographies, which were left unspecified in state of the art choreography approaches  We have implemented a message choreography modeling  MCM  environment incorporating these contributions  MCM seamlessly complements existing models at SAP  We show how service integration experts, architects, and testers can benefit from our approach that enables model based integration testing and model verification facilities    2009 IEEE   16 refs",Viewpoints for modeling choreographies in service oriented architectures,"['Architecture', 'Information services', 'Middleware', 'Semantic Web', 'Service oriented architecture (SOA)', 'Component integration', 'Enterprise Integration', 'Integration testing', 'Meta model', 'Model verification', 'Model-based', 'Service integration', 'Technical implementation', 'Information Services', 'Information Science', 'Computer Applications', 'Computer Programming', 'Computer Software, Data Handling and Applications', 'Digital Computers and Systems', 'Buildings and Towers']","['Wieczorek, Sebastian', '', '', 'Roth, Andreas', '', '', 'Stefanescu, Alin', '', '', 'Kozyura, Vitaly', '', '', 'Charfi, Anis', '', '', 'Kraft, Frank Michael', '', '', 'Schieferdecker, Ina']","SAP Research, Bleichstr  8, 64283 Darmstadt, Germany  2  SAP AG, Dietmar Hopp Allee 16, 69190 Walldorf, Germany  3  Fraunhofer FOKUS, Kaiserin Augusta Allee 31, 10589 Berlin, Germany",2011,WICSA
252,253,"Component interfaces, as advanced by the Common Component Architecture  CCA , enable easy access to complex software packages for high performance scientific computing  A recent focus has been incorporating support for computational quality of service  CQoS , or the automatic composition, substitution, and dynamic reconfiguration of component applications  Several leading quantum chemistry packages have achieved interoperability by adopting CCA components  Running these computations on diverse computing platforms requires selection among many algorithmic and hardware configuration parameters  typical educated guesses or trial and error can result in unexpectedly low performance  Motivated by the need for faster runtimes and increased productivity for chemists, we present a flexible CQoS approach for quantum chemistry that uses a generic CQoS database component to create a training database with timing results and metadata for a range of calculations  The database then interacts with a chemistry CQoS component and other infrastructure to facilitate adaptive application composition for new calculations    2009 Springer Berlin Heidelberg   40 refs",Adaptive application composition in quantum chemistry,"['Computer science', 'Computer software selection and evaluation', 'Dynamic models', 'Metadata', 'Quality of service', 'Quantum theory', 'Adaptive application', 'Automatic composition', 'Common component architecture', 'Complex software', 'Component application', 'Component interfaces', 'Computational quality', 'Computing platform', 'Database components', 'Dynamic re-configuration', 'Hardware configurations', 'Increased productivity', 'Runtimes', 'Scientific computing', 'Training database', 'Trial and error', 'Quantum Theory  Quantum Mechanics', 'Mathematics', 'Management', 'Computer Applications', 'Computer Programming', 'Computer Software, Data Handling and Applications', 'Computer Systems and Equipment', 'Computer Circuits and Logic Elements', 'Telephone Systems and Related Technologies  Line Communications', 'Optical Communication', 'Telecommunication  Radar, Radio and Television']","['Li, Li', '', '', 'Kenny, Joseph P', '', '', ' Wu, Meng Shiou', '', '', 'Huck, Kevin', '', '', 'Gaenko, Alexander', '', '', 'Gordon, Mark S', '', '', ' Janssen, Curtis L', '', '', ' Curfman McInnes, Lois', '', '', 'Mori, Hirotoshi', '', '', 'Netzloff, Heather M', '', '', ' Norris, Boyana', '', '', 'Windus, Theresa L', '', '']","Argonne National Laboratory, Argonne, IL, United States  2  Sandia National Laboratories, Livermore, CA, United States  3  Ames Laboratory, Ames, IA, United States  4  University of Oregon, Eugene, OR, United States  5  Ochanomizu University, Japan",2009,QoSA
253,254,"Composite nanostrucutres of TiSi2Ox coated nitrogen doped carbon nanotubes  NCNTs  were synthesized by a combination of chemical vapor deposition  CVD  and magnetron sputtering processes  The synthesized nanostructures were used as supports for Pt catalyst for oxygen reduction reaction  ORR  in proton exchange memberane fuel cells  PEMFCs   An amorphous layer of TiSi2Ox with controlled thicknesses was sputtered on NCNTs and followed by post treatment at high temperature  1000 C, An TiSi2Ox NCNTs , inducing TiO2 nanoparticles of around 5 nm in diameter embedded in the amorphous layer  Further analyses via X ray absorption spectroscopy of the Ti K edge and Si K edge revealed the Ti atoms were in a TiO2 rutile environment and the Si atoms were in a SiO2 environment  Pt nanoparticles with an average diameter of 3 nm were deposited on the composite support, and their electrochemical behaviors toward ORR were studied  It was revealed that, even with lower electrochemical surface area  ECSA , Pt An TiSi2Ox NCNTs showed better catalytic activity toward ORR than Pt NCNT catalysts  The origin of enhanced activity of Pt An TiSi2Ox NCNTs was examined by high resolution transmission electron microscopy  HRTEM  and the X ray absorption near edge structure spectra  XANES  of the deposited Pt nanoparticles    2013 American Chemical Society   67 refs",TiSi2Ox coated N doped carbon nanotubes as Pt catalyst support for the oxygen reduction reaction in PEMFCs,"['Carbon nanotubes', 'Catalyst supports', 'Chemical vapor deposition', 'Doping (additives)', 'Electrolytic reduction', 'High resolution transmission electron microscopy', 'Nanoparticles', 'Oxide minerals', 'Platinum', 'Proton exchange membrane fuel cells (PEMFC)', 'Silicon', 'Titanium dioxide', 'X ray absorption near edge structure spectroscopy', 'X ray absorption spectroscopy', 'Chemical vapor depositions (CVD)', 'Composite support', 'Electrochemical behaviors', 'Electrochemical surface area', 'Magnetron sputtering process', 'Nitrogen-doped carbon nanotubes', 'Oxygen reduction reaction', 'X-ray absorption near-edge structure', 'Solid State Physics', 'Inorganic Compounds', 'Chemical Products Generally', 'Chemical Agents and Basic Industrial Chemicals', 'Chemical Reactions', 'Electrochemistry', 'Chemistry', 'Nanotechnology', 'Optical Devices and Systems', 'Single Element Semiconducting Materials', 'Electric and Magnetic Materials', 'Fuel Cells', 'Precious Metals']","['Banis, Mohammad Norouzi', '', '', 'Sun, Shuhui', '', '', 'Meng, Xiangbo', '', '', 'Zhang, Yong', '', '', 'Wang, Zhiqiang', '', '', 'Li, Ruying', '', '', 'Cai, Mei', '', '', 'Sham, Tsun Kong', '', '', 'Sun, Xueliang']","Department of Mechanical and Materials Engineering, University of Western Ontario, London, ON N6A 5B9, Canada  2  General Motors RandD Center, Warren, MI 48090 9055, United States  3  Department of Chemistry, University of Western Ontario, London, ON N6A 5B7, Canada",2013,ECSA
254,255,"Computation on traditional CPU platforms consumes large amount of time owing to large SAR echo data and imaging algorithm complexity  GPU has the great advantage of many processing cores suitable for the acceleration of independent parallel structure algorithms  With the powerful floating point and parallel processing capabilities of GPU, the ECSA SAR imaging algorithm is verified on the GPU with good results, and the comprehensive  computation time   IO time  speedup has been raised  Since CUDA GPU utilization will be the future of high resolution spaceborne SAR imaging, the paper gives a preliminary indication of the feasibility of GPU to process spaceborne SAR data, which lays the foundation for further procedure optimization   9 refs",High resolution space borne SAR imaging based on GPU,"['graphics processing units', 'image processing', 'radar imaging', 'synthetic aperture radar', 'high resolution space-borne SAR imaging', 'synthetic aperture radar imaging', 'graphics processing unit', 'SAR echo data', 'imaging algorithm complexity', 'parallel structure algorithms', 'CUDA-GPU utilization', 'Radar equipment, systems and applications', 'Optical, image and video signal processing', 'Microprocessors and microcomputers', 'Computer vision and image processing techniques', 'Microprocessor chips']",['Hou Minghui'],"Dept  of R D, China Center of Resources Satellite Data   Applic , Beijing, China",2013,ECSA
255,256,"Computations are pervasive across many domains, where end users have to compose various heterogeneous computational entities to perform professional activities  Service Oriented Architecture  SOA  is a widely used mechanism that can support such forms of compositions as it allows heterogeneous systems to be wrapped as services that can then be combined with each other  However, current SOA orchestration languages require writing scripts that are typically too low level for end users to write, being targeted at professional programmers and business analysts  To address this problem, this paper proposes a composition approach based on an end user specification style called SCORE  SCORE is an architectural style that uses high level constructs that can be tailored for different domains and automatically translated into executable constructs by tool support  We demonstrate the use of SCORE in two domains   dynamic network analysis and neuroscience, where users are intelligence analysts and neuroscientists respectively, who use the architectural style based vocabulary in SCORE as a basis of their domain specific compositions that can be formally analyzed    2011 Springer Verlag   15 refs",An architectural approach to end user orchestrations,"['Architecture', 'Dynamic analysis', 'Information services', 'Network architecture', 'Software architecture', 'Architectural approach', 'Architectural style', 'Business analysts', 'Computational entities', 'Different domains', 'Domain specific', 'Dynamic network analysis', 'End users', 'Heterogeneous systems', 'Intelligence analysts', 'Professional activities', 'Professional programmers', 'Service Oriented', 'Tool support', 'Two domains', 'Buildings and Towers', 'Strength of Building Materials', 'Methods', 'Computer Systems and Equipment', 'Digital Computers and Systems', 'Computer Software, Data Handling and Applications', 'Information Services']","['Dwivedi, Vishal', '', '', 'Velasco Elizondo, Perla', '', '', 'Maria Fernandes, Jose', '', '', 'Garlan, David', '', '', 'Schmerl, Bradley']","School of Computer Science, Carnegie Mellon University, Pittsburgh, PA 15213, United States  2  Centre for Mathematical Research  CIMAT , Zacatecas, ZAC, 98060, Mexico  3  IEETA DETI, Uni  of Aveiro, Campus Universitario de Santiago, 3810 193 Aveiro, Portugal",2011,ECSA
256,257,"Configurable software systems allow stakeholders to derive variants by selecting software and or hardware features  Performance analysis of feature based systems has been of large interest in the last few years, however a major research challenge is still to conduct such analysis before achieving full knowledge of the system, namely under a certain degree of uncertainty  In this paper we present an approach to analyze the correlation between selection of features embedding uncertain parameters and system performance  In particular, we provide best and worst case performance bounds on the basis of selected features and, in cases of wide gaps among these bounds, we carry on a sensitivity analysis process aimed at taming the uncertainty of parameters  The application of our approach to a case study in the e health domain demonstrates how to support stakeholders in the identification of system variants that meet performance requirements  Copyright   2014 ACM 978 1 4503 2577 6 14 06     15 00   23 refs",Performance based selection of software and hardware features under parameter uncertainty,"['Hardware', 'Software architecture', 'Uncertainty analysis', 'Degree of uncertainty', 'Identification of systems', 'Parameter uncertainty', 'Performance analysis', 'Performance requirements', 'Selection of software', 'Uncertainty', 'Worst-case performance', 'Small Tools and Hardware', 'Telecommunication  Radar, Radio and Television', 'Computer Programming', 'Probability Theory']","['Etxeberria, Leire', '', '', 'Trubiani, Catia', '', '', 'Cortellessa, Vittorio', '', '', 'Sagardui, Goiuria']","Mondragon Unibertsitatea, Mondragon, Spain  2  Gran Sasso Science Institute, L Aquila, Italy  3  University of L Aquila, L Aquila, Italy",2014,QoSA
257,258,"Consumer initiated sporadic operations on cloud applications, such as deployment, upgrade and reconfiguration, may fail because of the inherent uncertainty of operating in a cloud environment  For example, if a VM is not able to start, operations dependent on that VM will fail  In this paper we propose an approach for analyzing sporadic operations on cloud applications to facilitate recovery  We do this by first creating a process model of the sporadic cloud operation  The Process may not be suitable for recovery operations or the application s deployment architecture since an individual step may be at the wrong level of granularity or a failure may unnecessarily affect multiple steps  We then propose a set of process division criteria for revising an operation process to support recovery  This set of criteria contains four aspects  1  Atomicity to support the imposition of transactions on portions of the process, 2  Idempotence to allow for re execution of a failed portion, 3  Granularity to allow reuse of existing steps, 4  Recovery Actions Identifiable to allow proper recovery actions to be taken to recover from the errors occurring during the operation  We demonstrate the feasibility of imposing these criteria by using the rolling upgrade operation in Asgard   a popular cloud management tool for AWS EC2    2014 IEEE   21 refs",A recoverability oriented analysis for operations on cloud applications,"['Software architecture', 'Cloud applications', 'Cloud environments', 'Cloud managements', 'consumer-initiated', 'Deployment architecture', 'Division criteria', 'Process Modeling', 'Support recoveries', 'Metallurgy and Metallography', 'Computer Programming']","['Fu, Min', ' ,', '', ' Zhu, Liming', ' ,', '', ' Bass, Len', ' ,', '', ' Xu, Xiwei', ' ,', '']","Software Systems Research Group, NICTA, Sydney, Australia  2  School of Computer Science and Engineering, University of New South Wales, Sydney, Australia",2014,WICSA
258,259,"Contemporary software systems are becoming increasingly large, heterogeneous, and decentralised  They operate in dynamic environments and their architectures exhibit complex trade offs across dimensions of goals, time, and interaction, which emerges internally from the systems and externally from their environment  This gives rise to the vision of self aware architecture, where design decisions and execution strategies for these concerns are dynamically analysed and seamlessly managed at run time  Drawing on the concept of self awareness from psychology, this paper extends the foundation of software architecture styles for self adaptive systems to arrive at a new principled approach for architecting self aware systems  We demonstrate the added value and applicability of the approach in the context of service provisioning to cloud reliant service based applications    2014 IEEE   11 refs",Architecting self aware software systems,"['Computer software', 'Architecture styles', 'Execution strategies', 'Self adaptation', 'Self-adaptive system', 'Self-awareness', 'Service provisioning', 'Service-based applications', 'Software architecture style', 'Computer Software, Data Handling and Applications']","['Faniyi, Funmilade', '', '', 'Lewis, Peter R', '', '', ' Bahsoon, Rami', '', '', 'Yao, Xin']","School of Computer Science, University of Birmingham, Birmingham B15 2TT, United Kingdom  2  School of Engineering and Applied Science, Aston University, Birmingham B4 7ET, United Kingdom",2014,WICSA
259,260,"Context  A system of systems is an assemblage of components which individually may be regarded as systems, and which possesses the additional properties that the constituent systems are operationally independent, and are managerially independent  Much has been published about the field of systems of systems by researchers and practitioners, often with the assertion that the system of systems design context necessitates the use of architecture approaches that are somewhat different from system level architecture  However, no systematic review has been conducted to provide an extensive overview of system of systems architecture research  Objective  This paper presents such a systematic review  The objective of this review is to classify and provide a thematic analysis of the reported results in system of systems architecture  Method  The primary studies for the systematic review were identified using a predefined search strategy followed by an extensive manual selection process  Results  We found the primary studies published in a large number of venues, mostly domain oriented, with no obvious center of a research community of practice  The field seems to be maturing more slowly than other software technologies  Most reported results described individuals or teams working in apparent isolation to develop solutions to particular system of systems architecture problems, with no techniques gaining widespread adoption  Conclusions  A comprehensive research agenda for this field should be developed, and further studies should be performed to determine whether the information system related problems of system of systems architecture are covered by existing software architecture knowledge, and if not, to develop general methods for system of systems architecture  Copyright   ACM   22 refs",A systematic review of system of systems architecture research,"['Architecture', 'Software architecture', 'Systems engineering', 'Comprehensive research', 'Research communities', 'Software technology', 'System of systems', 'System-level architectures', 'System-of-systems architecture', 'Systematic Review', 'Systems of systems', 'Buildings and Towers', 'Computer Programming', 'Engineering Research', 'Industrial Engineering and Management', 'Systems Science']","['Klein, John', '', '', 'Van Vliet, Hans']","Software Engineering Institute, Pittsburgh, PA, United States  2  VU Amsterdam, Amsterdam, Netherlands",2013,QoSA
260,261,"Context  With the increasing industrial demands for seamless exchange of data and services among information systems, architectural solutions are a promising research direction which supports high levels of interoperability at early development stages   Objectives  This research aims at identifying the architectural problems and before release solutions of interoperability on its different levels in information systems, and exploring the interoperability metrics and research methods used to evaluate identified solutions   Methods  We performed a scoping study in five digital libraries and descriptively analyzed the results of the selected studies   Results  From the 22 studies included, we extracted a number of architectural interoperability problems on the technical, syntactical, semantic, and pragmatic levels  Many problems are caused by systems  heterogeneity on data representation, meaning or context  The identified solutions include standards, ontologies, wrappers, or mediators  Evaluation methods to validate solutions mostly included toy examples rather than empirical studies   Conclusions  Progress has been made in the software architecture research area to solve interoperability problems  Nevertheless, more researches need to be spent on solutions for the higher levels of interoperability accompanied with proper empirical evaluation for their effectiveness and usefulness    2014 Springer International Publishing Switzerland   18 refs",Interoperability related architectural problems and solutions in information systems  A scoping study,"['Digital libraries', 'Industrial research', 'Information systems', 'Semantics', 'Software architecture', 'Architectural problems', 'Architectural solutions', 'Architecture research', 'Data representations', 'Empirical evaluations', 'Evaluation methods', 'Scoping', 'Software interoperability', 'Telecommunication  Radar, Radio and Television', 'Optical Communication', 'Telephone Systems and Related Technologies  Line Communications', 'Computer Software, Data Handling and Applications', 'Engineering Research', 'Information Dissemination', 'Libraries']","['Abukwaik, Hadil', '', '', 'Taibi, Davide', '', '', 'Rombach, Dieter']","University of Kaiserslautern, Gottlieb Daimler Strae 47, 67663 Kaiserslautern, Germany",2014,ECSA
261,262,"Context  With the increasing industrial demands for seamless exchange of data and services among information systems, architectural solutions are a promising research direction which supports high levels of interoperability at early development stages   Objectives  This research aims at identifying the architectural problems and before release solutions of interoperability on its different levels in information systems, and exploring the interoperability metrics and research methods used to evaluate identified solutions   Methods  We performed a scoping study in five digital libraries and descriptively analyzed the results of the selected studies   Results  From the 22 studies included, we extracted a number of architectural interoperability problems on the technical, syntactical, semantic, and pragmatic levels  Many problems are caused by systems  heterogeneity on data representation, meaning or context  The identified solutions include standards, ontologies, wrappers, or mediators  Evaluation methods to validate solutions mostly included toy examples rather than empirical studies   Conclusions  Progress has been made in the software architecture research area to solve interoperability problems  Nevertheless, more researches need to be spent on solutions for the higher levels of interoperability accompanied with proper empirical evaluation for their effectiveness and usefulness   18 refs",Interoperability related architectural problems and solutions in information systems  a scoping study,"['information systems', 'open systems', 'software architecture', 'interoperability-related architectural problems', 'information systems', 'before-release solutions', 'system heterogeneity', 'data representation', 'standards', 'ontologies', 'wrappers', 'mediators', 'software architecture', 'pragmatic levels', 'semantic levels', 'syntactical levels', 'technical levels', 'Business and administrative computing', 'Software engineering techniques', 'Distributed systems software']","['Abukwaik, H', '', '', ' Taibi, D', '', '', ' Rombach, D', '', '']","Univ  of Kaiserslautern, Kaiserslautern, Germany",2014,ECSA
262,263,"Contract models underlying architecture level verification methods must suit a range of different accuracy vs analytical complexity tradeoffs depending on domain  For example, trustworthiness in safety critical systems is enabled by representational simplicity leading to comprehensible proofs while real time systems require precise characterisation of execution time  A family of mutually compatible parameterised contract models enabling such tradeoffs is needed, supporting reasoning about consistency and conformance  replaceability  which is bidirectional  from requirements to provisions and vice versa  and parametric  context sensitive   This paper proposes a framework for such a family  The framework extends a previous formalisation of parameterised contracts  It provides more general notions of conformance, bidirectional reasoning and parameterisation, suitable for compositional architectural analyses of software products and product lines, for which software architects do not only need checking but scope for restricting or enriching service and interface contracts in predictable and compositional ways  The family of mechanisms presented here covers a range of levels of expressiveness, spanning the established four levels of component contracts, and is worked out in detail with examples for two common existing representations   tables and finite automata    2011 ACM   25 refs",Systematic simplicity accuracy tradeoffs in parameterised contract models,"['Models', 'Parameterization', 'Real time systems', 'Architectural analysis', 'architectural dependence', 'Characterisation', 'Component contracts', 'Context-sensitive', 'design by contract', 'Execution time', 'Formalisation', 'parameterised contracts', 'Product-lines', 'Safety critical systems', 'Software architects', 'software components', 'Software products', 'Verification method', 'Digital Computers and Systems', 'Computer Programming', 'Engineering Graphics', 'Mathematics']","['Peake, Ian D', '', '', ' Schmidt, Heinz W', '', '']","School of Computer Science and Information Technology, RMIT University, Melbourne, VIC, Australia",2011,QoSA
263,264,"Controlling the morphologies of Pt nanocrystals provide effective opportunities to promote the electrochemical properties and enhance the mass activity  Recently we have reported that Pluronic F127  PEO 100PPO65PEO100  could serve as reducing reagent for synthesis of highly electrocatalytic activity of branched Pt nanocrystal  Herein, we further synthesize another novel Pt nanosponge foil  Pt NSF  under the same system with Pluronic F127  We expect to build the relationship between block copolymer system and morphology design of synthesized nanocrystal with specific electrochemical property  The electrochemical active areas  ECSA  of Pt NSF and Pt black are of the order of 20 m2 g 1  On one hand, step atoms, dislocations, grain boundaries, which observed from HRTEM  high resolution transmission electron microscope , are all prevalent on Pt NSF, which could serve as active adsorption sites  On the other hand, Pt NSF looks like an aggregation of many Pt black nanoparticles, the connection formed skeleton is conducive to electron transfer  These reasons aroused the mass activity and the specific activity of Pt NSF were much higher than each of Pt black toward the oxygen reduction reaction activity  ORR  at 0 9 V respectively  Durability tests show that the ECSA of Pt NSF and Pt black declined, but the activity of Pt NSF toward the ORR was almost unchanged  The impact of structures on the electrochemical properties is described in detail    2013 Elsevier Ltd  All rights reserved   32 refs",A novel Pt nanosponge foil with high activity for oxygen reduction reaction,"['Block copolymers', 'Crystal defects', 'Durability', 'Electrocatalysts', 'Electrochemical properties', 'Electrolytic reduction', 'Grain boundaries', 'Morphology', 'Nanocrystals', 'Electrocatalytic activity', 'F127', 'High-resolution transmission electron microscopes', 'Nanosponge', 'Oxygen reduction reaction', 'Pluronics', 'Reducing reagents', 'Specific activity', 'Crystalline Solids', 'Polymeric Materials', 'Electrochemistry', 'Materials Science', 'Nanotechnology', 'Precious Metals', 'Strength of Building Materials  Mechanical Properties', 'Semiconducting Materials']","['Wang, Yan', ' ,', '', ' Zhang, Lijuan', '', '', 'Li, Fan', '', '', 'Gu, Baoshan']","Department of College of Environmental and Energy Engineering, Beijing University of Technology, 100124 Beijing, China  2  National Engineering Laboratory for Advanced Coatings Technology of Metal Material, China Iron and Steel Research Institute Group, 100081 Beijing, China",2013,ECSA
264,265,"Conventional data networks are based on layered architectures  The introduction of wireless networks has created a need to violate this layering discipline to create crosslayer designs or adaptations  Ad hoc implementations of such cross layer adaptations reduce the level of modularity and abstraction in the network s implementation, giving rise to a significant increase in complexity  We present a taxonomy of possible cross layer adaptations that is then used to derive an architecture for their implementation that significantly preserves the networks structure  We present implementation results that validate this architecture in the context of a real wireless network implementation    2008 IEEE   11 refs",A software architecture for cross layer wireless network adaptations,"['Architecture', 'Chlorine compounds', 'Software architecture', 'Cross layering', 'Data networks', 'Layered architectures', 'Buildings and Towers', 'Radio Systems and Equipment', 'Computer Programming', 'Organic Compounds']","['Choi, Soon Hyeok', '', '', 'Perry, Dewayne E', '', '', ' Nettles, Scott M', '', '']","Department of Electrical and Computer Engineering, University of Texas at Austin, Austin, TX 78712",2008,WICSA
265,266,"Core shell structured Co PUC electrocatalysts containing different mass fractions of Co to Pt, which are represented as 20   w  Co Pt 1 1  C and 20   w  Co Pt 1 3  C, were prepared by changing the ratio of metallic precursors using a successive reduction method  The structure and electrochemical performance of the as prepared catalysts were characterized by transmission electron microscopy  TEM , X ray photoelectron spectroscopy  XPS , cyclic voltammetry  CV , and linear sweep voltammetry  LSV   The performance of the as prepared catalysts was compared with that of 40   w  Co PUC catalyst we synthesized previously  The sizes of Co Pt 1 1  and Co Pt 1 3  particles ranged from 2 2 to 2 3 nm, and the metal particles were well dispersed on the carbon support  The electrochemical specific area  ECSA  of 20  Co Pt 1 1  C  56 m2   g 1  and 20  Co Pt 1 3  C  60 m2   g 1  were higher than that of commercial 20  PUC  E tek   54 m2   g 1   Compared with those of 40  Co Pt 1 1  C and 40  Co Pt 1 3  C, the half wave potentials of 20  Co Pt 1 1  C and 20  Co Pt 1 3  C shifted to the positive direction, and they correspondingly showed improved catalytic performance  The low cost and high performance of the 20  Co PUC catalyst make it a promising low Pt catalyst for proton exchange membrane fuel cells   26 refs",Effects of Pt content on the catalytic performance of Co Pt C core shell structured electrocatalysts,"['carbon', 'catalysis', 'catalysts', 'cobalt', 'electrochemistry', 'materials preparation', 'particle reinforced composites', 'particle size', 'platinum', 'reduction (chemical)', 'transmission electron microscopy', 'voltammetry (chemical analysis)', 'X-ray photoelectron spectra', 'catalytic performance', 'core-shell structured electrocatalysts', 'metallic precursors', 'successive reduction method', 'structural property', 'electrochemical property', 'transmission electron microscopy', 'TEM', 'X-ray photoelectron spectroscopy', 'XPS', 'cyclic voltammetry', 'linear sweep voltammetry', 'particle size', 'carbon support', 'electrochemical specific area', 'half-wave potentials', 'proton exchange membrane fuel cells', 'Co-Pt-C', 'Electrochemistry and electrophoresis', 'Specific chemical reactions  reaction mechanisms', 'Electron spectroscopy for chemical analysis  photoelectron, Auger spectroscopy, etc', 'A    F Electrochemical analytical methods', 'Other methods of preparation of materials', 'Heterogeneous catalysis at surfaces and other surface reactions']","['Zhao Tian Tian', '', '', 'Lin Rui', '', '', 'Zhang Lu', '', '', 'Cao Chui Hui', '', '', 'Ma Jian Xin']","Clean Energy Automotive Eng  Center, Tongji Univ , Shanghai, China",2013,ECSA
