,paperID,keyword
8036,439, u'Quality Assurance and Control'
8037,439, u'Software systems'
8038,439, u'Error prones'
8039,439, u'Text document'
8040,439, u'Service oriented architecture (SOA)'
8041,439, u'Computer Programming'
8042,439, u'Quality assurance'
8043,439, u'Architectural views'
8044,439, u'Digital Computers and Systems'
8045,439, u'Architecture visualization'
8046,439, u'Enterprise architecture managements'
8047,439, u'Service registry'
8048,439, u'Design tool'
8049,440,u'Tool support'
8050,440, u'Computer programming languages'
8051,440, u'Data Handling and Applications'
8052,440, u'Metamodeling'
8053,440, u'Software languages'
8054,440, u'Software architecture evaluation'
8055,440, u'Architectural viewpoints'
8056,440, u'Design'
8057,440, u'Structural Design'
8058,440, u'Computer Software'
8059,441,u'Telecommunication  Radar'
8060,441, u'Calculus'
8061,441, u'Information systems'
8062,441, u'Domain specific languages'
8063,441, u'Shared understanding'
8064,441, u'Via technologies'
8065,441, u'Data Handling and Applications'
8066,441, u'Problem oriented languages'
8067,441, u'Software architecture'
8068,441, u'Information Dissemination'
8069,441, u'DSL'
8070,441, u'Language integration'
8071,441, u'Radio and Television'
8072,441, u'Enterprise wiki'
8073,441, u'Semantics'
8074,441, u'Computer Software'
8075,442,u'User assistance'
8076,442, u'Standard frameworks'
8077,442, u'Dynamic approaches'
8078,442, u'conformity problems'
8079,442, u'Meta model'
8080,442, u'Co-creation'
8081,442, u'Enterprise Architecture'
8082,442, u'Models and metamodels'
8083,442, u'Engineering Graphics'
8084,443,u'High-temperature polymer electrolyte fuel cells'
8085,443, u'Electrochemically active surface areas'
8086,443, u'Evaluating method'
8087,443, u'Calibration curves'
8088,443, u'Carbon dioxide'
8089,443, u'Side reactions'
8090,443, u'Inorganic Compounds'
8091,443, u'Co oxidation'
8092,443, u'Organic Polymers'
8093,443, u'CO stripping'
8094,443, u'Fuel Cells'
8095,443, u'Proton exchange membrane fuel cells (PEMFC)'
8096,443, u'Novel diagnostics'
8097,444,u'Architecture description languages'
8098,444, u'Computer Programming'
8099,444, u'Architectural views'
8100,444, u'Domain specificity'
8101,444, u'Development process'
8102,444, u'Software architects'
8103,445,u'Best practice'
8104,445, u'Computer Programming'
8105,445, u'Management'
8106,445, u'Structural Design'
8107,445, u'Data Handling and Applications'
8108,445, u'Software Quality'
8109,445, u'Software development process'
8110,445, u'Software design'
8111,445, u'Design'
8112,445, u'Industrial partners'
8113,445, u'Computer Applications'
8114,445, u'Engineering Graphics'
8115,445, u'Design softwares'
8116,445, u'Computer software selection and evaluation'
8117,445, u'WEB application'
8118,445, u'Architecture designs'
8119,445, u'Computer Software'
8120,446,u'Computer Software'
8121,446, u'Architecture recovery'
8122,446, u'Recovery'
8123,446, u'Metallurgy and Metallography'
8124,446, u'Data Handling and Applications'
8125,446, u'Software architecture'
8126,446, u'Shared data structure'
8127,446, u'Design Structure Matrices'
8128,446, u'Software architecture recovery'
8129,446, u'Clustering techniques'
8130,446, u'Product design'
8131,446, u'Abstract interfaces'
8132,446, u'Software systems'
8133,446, u'Industrial software'
8134,446, u'Production Engineering'
8135,446, u'Computer software'
8136,447,u'Biology and medical computing'
8137,447, u'component replacement'
8138,447, u'Formal methods'
8139,447, u'requirements'
8140,447, u'software maintenance'
8141,447, u'system architectures'
8142,447, u'architecture components'
8143,447, u'software architecture'
8144,447, u'architecture evolution'
8145,447, u'Software engineering techniques'
8146,447, u'formal specification'
8147,447, u'medical image processing'
8148,447, u'systems analysis'
8149,447, u'software architectures'
8150,447, u'3RDBA approach'
8151,447, u'long-living architecture'
8152,447, u'object-oriented programming'
8153,447, u'Object oriented programming'
8154,447, u'medical imaging system architecture'
8155,447, u'software evolution'
8156,448,u'Network protocols'
8157,448, u'Component replacement'
8158,448, u'Ultrasonics'
8159,448, u'Tomographic imaging'
8160,448, u'Positron emission'
8161,448, u'Laptop computers'
8162,448, u'Data streams'
8163,448, u'Data acquisition'
8164,448, u'Medical imaging'
8165,448, u'Mathematical Statistics'
8166,448, u'Computer simulation'
8167,448, u'Ultrasonic Waves'
8168,448, u'Digital Computers and Systems'
8169,448, u'Principal component analysis'
8170,448, u'Computer operating procedures'
8171,448, u'Data Processing and Image Processing'
8172,448, u'Biomedical Engineering'
8173,448, u'Imaging techniques'
8174,448, u'Computer Programming'
8175,448, u'Computer Applications'
8176,449,u'Systems engineering'
8177,449, u'dependability'
8178,449, u'repository'
8179,449, u'Machine Tools'
8180,449, u'pattern'
8181,449, u'Data Handling and Applications'
8182,449, u'Computer Systems and Equipment'
8183,449, u'Meta model'
8184,449, u'Industrial Engineering and Management'
8185,449, u'security'
8186,449, u'Computer Software'
8187,449, u'Embedded systems'
8188,449, u'Small Tools and Hardware'
8189,449, u'Systems Science'
8190,449, u'Model-driven Engineering'
8191,450,u'Invasion attacks'
8192,450, u'Pervasive environments'
8193,450, u'Computer Applications'
8194,450, u'Privacy protection'
8195,450, u'Ubiquitous computing'
8196,450, u'Knowledge management'
8197,450, u'Computer crime'
8198,450, u'Information Science'
8199,450, u'Computer Programming'
8200,450, u'Software architecture'
8201,450, u'Data Processing and Image Processing'
8202,450, u'Taxonomies'
8203,450, u'Computing systems'
8204,451,u'Data security'
8205,451, u'ubiquitous computing'
8206,451, u'software architecture'
8207,451, u'privacy protection'
8208,451, u'Distributed systems software'
8209,451, u'Software engineering techniques'
8210,451, u'service-oriented privacy-enhanced architecture'
8211,451, u'pervasive computing system'
8212,451, u'taxonomy'
8213,451, u'data privacy'
8214,451, u'privacy invasion attack'
8215,452,u'Computer Programming'
8216,452, u'Component and Connector (C and C)'
8217,452, u'Computer Applications'
8218,452, u'Software engineering'
8219,452, u'Computer programming languages'
8220,452, u'Conceptual architecture'
8221,452, u'Architectural Description Languages'
8222,452, u'Computer Programming Languages'
8223,452, u'Automation'
8224,452, u'Synchronization'
8225,452, u'Implementation level architecture'
8226,452, u'Computer aided design'
8227,452, u'Computer software selection and evaluation'
8228,452, u'Automatic Control Principles and Applications'
8229,453,u'electrical conductivity sensor chips'
8230,453, u'electrical conductivity distribution measurement'
8231,453, u'dissolving'
8232,453, u'electrical conductivity sensor array system measuring unit'
8233,453, u'soil'
8234,453, u'fertilizer diffusion'
8235,453, u'fertilizer absorption'
8236,453, u'model soil mixture'
8237,453, u'precision agriculture'
8238,453, u'Agriculture'
8239,453, u'rhizospheres'
8240,453, u'Sensing devices and transducers'
8241,453, u'millimeter scale sensor array system'
8242,453, u'fertilisers'
8243,453, u'Products and commodities'
8244,453, u'solid fertilizer dissolution'
8245,453, u'ECSAS'
8246,453, u'millimeter sized electrical conductivity sensors'
8247,453, u'agriculture'
8248,453, u'electrical conductivity'
8249,453, u'sensor arrays'
8250,454,u'Management'
8251,454, u'Architectural knowledge'
8252,454, u'Buildings and Towers'
8253,454, u'Integrated functionality'
8254,454, u'Just-In-Time'
8255,454, u'Artificial Intelligence'
8256,454, u'Decision-making process'
8257,454, u'Architecture'
8258,454, u'Problem solving'
8259,454, u'Architectural knowledge sharing'
8260,454, u'Computer Programming'
8261,454, u'Specialized tools'
8262,454, u'Architecture research'
8263,454, u'Decision making'
8264,455,u'Telecommunication  Radar'
8265,455, u'Clonal selection algorithms'
8266,455, u'Martingale theory'
8267,455, u'Data Handling and Applications'
8268,455, u'Transition matrices'
8269,455, u'Algebra'
8270,455, u'Mathematical Statistics'
8271,455, u'Eigenvalues and eigenfunctions'
8272,455, u'Markov processes'
8273,455, u'Elitist strategies'
8274,455, u'Global conver-gence'
8275,455, u'Population statistics'
8276,455, u'Radio and Television'
8277,455, u'Mathematics'
8278,455, u'Image classification'
8279,455, u'Probability Theory'
8280,455, u'Convergence theorem'
8281,455, u'Markov Chain theory'
8282,455, u'Almost everywhere convergence'
8283,455, u'Computer Software'
8284,456,u'XML'
8285,456, u'software development'
8286,456, u'software quality attributes'
8287,456, u'specification languages'
8288,456, u'xADL architectural language'
8289,456, u'software architecture'
8290,456, u'software system analysis'
8291,456, u'formal specification'
8292,456, u'software reliability'
8293,456, u'Software engineering techniques'
8294,456, u'software architectures'
8295,456, u'stochastic modeling'
8296,456, u'Software performance evaluation'
8297,456, u'software performance'
8298,456, u'software performance evaluation'
8299,456, u'Formal methods'
8300,456, u'XML-based language'
8301,456, u'software quality'
8302,456, u'software specification'
8303,457,u'Reusability'
8304,457, u'Architecture community'
8305,457, u'Architectural knowledge'
8306,457, u'Production Planning and Control  Manufacturing'
8307,457, u'Buildings and Towers'
8308,457, u'Time-consuming tasks'
8309,457, u'Consistency checking'
8310,457, u'Industrial applications'
8311,457, u'Automated support'
8312,457, u'Industrial case study'
8313,457, u'Industrial Wastes'
8314,457, u'Computer Programming'
8315,457, u'Transformation languages'
8316,457, u'Architectural design decisions'
8317,457, u'Architectural design'
8318,458,u'Architectural changes'
8319,458, u'Architectural element'
8320,458, u'Architectural trade-off analysis'
8321,458, u'Data Handling and Applications'
8322,458, u'Quality attributes'
8323,458, u'Requirements engineering'
8324,458, u'Requirement elicitation'
8325,458, u'Mental effort'
8326,458, u'Development phasis'
8327,458, u'Building blockes'
8328,458, u'Requirements engineers'
8329,458, u'Computer Software'
8330,459,u'Architectural changes'
8331,459, u'Architectural element'
8332,459, u'Architectural trade-off analysis'
8333,459, u'Data Handling and Applications'
8334,459, u'Quality attributes'
8335,459, u'Requirements engineering'
8336,459, u'Requirement elicitation'
8337,459, u'Mental effort'
8338,459, u'Development phasis'
8339,459, u'Building blockes'
8340,459, u'Requirements engineers'
8341,459, u'Computer Software'
8342,460,u'Software architecture'
8343,460, u'Virtual reality'
8344,460, u'Error prones'
8345,460, u'Codes and Standards'
8346,460, u'Mathematics'
8347,460, u'Manual coding'
8348,460, u'Accurate prediction'
8349,460, u'Data Handling and Applications'
8350,460, u'Specifications'
8351,460, u'Meta model'
8352,460, u'Performance prediction'
8353,460, u'Engineering Research'
8354,460, u'Computer Software'
8355,460, u'infrastructure'
8356,460, u'Virtualizations'
8357,460, u'Model-based specifications'
8358,460, u'Goal-oriented'
8359,460, u'Forecasting'
8360,460, u'Performance experiment'
8361,460, u'Performance Model'
8362,460, u'Timeslice'
8363,460, u'Virtualized environment'
8364,460, u'Software performance engineerings'
8365,461,u'Management'
8366,461, u'Architectural design decisions'
8367,461, u'Computer Applications'
8368,461, u'Engineering education'
8369,461, u'Information technology'
8370,461, u'Engineering Research'
8371,461, u'Information Science'
8372,461, u'Computer Programming'
8373,461, u'Computer aided design'
8374,461, u'Education'
8375,461, u'Engineering research'
8376,461, u'Decision making'
8377,462,u'Automotive products'
8378,462, u'Management'
8379,462, u'Evolutionary process'
8380,462, u'Product-lines'
8381,462, u'Computer software selection and evaluation'
8382,462, u'Automotive industry'
8383,462, u'Embedded software'
8384,462, u'Data Handling and Applications'
8385,462, u'Automotive Engineering'
8386,462, u'Computer Systems and Equipment'
8387,462, u'New product'
8388,462, u'Automobiles and Smaller Vehicles'
8389,462, u'Tractors and Trucks'
8390,462, u'Computer Software'
8391,462, u'Computer Applications'
8392,462, u'Buildings and Towers'
8393,462, u'Technical aspects'
8394,462, u'Vehicles'
8395,462, u'Automotive Engines and Related Equipment'
8396,462, u'Architecture'
8397,462, u'Embedded systems'
8398,462, u'Buses'
8399,462, u'Highway Transportation'
8400,462, u'Industrial case study'
8401,462, u'General'
8402,462, u'Quality attributes'
8403,462, u'Computer Programming'
8404,463,u'Automotive products'
8405,463, u'Management'
8406,463, u'Evolutionary process'
8407,463, u'Product-lines'
8408,463, u'Computer software selection and evaluation'
8409,463, u'Automotive industry'
8410,463, u'Embedded software'
8411,463, u'Data Handling and Applications'
8412,463, u'Automotive Engineering'
8413,463, u'Computer Systems and Equipment'
8414,463, u'New product'
8415,463, u'Automobiles and Smaller Vehicles'
8416,463, u'Tractors and Trucks'
8417,463, u'Computer Software'
8418,463, u'Computer Applications'
8419,463, u'Buildings and Towers'
8420,463, u'Technical aspects'
8421,463, u'Vehicles'
8422,463, u'Automotive Engines and Related Equipment'
8423,463, u'Architecture'
8424,463, u'Embedded systems'
8425,463, u'Buses'
8426,463, u'Highway Transportation'
8427,463, u'Industrial case study'
8428,463, u'General'
8429,463, u'Quality attributes'
8430,463, u'Computer Programming'
8431,464,u'Automotive products'
8432,464, u'Management'
8433,464, u'Evolutionary process'
8434,464, u'Product-lines'
8435,464, u'Computer software selection and evaluation'
8436,464, u'Automotive industry'
8437,464, u'Embedded software'
8438,464, u'Data Handling and Applications'
8439,464, u'Automotive Engineering'
8440,464, u'Computer Systems and Equipment'
8441,464, u'New product'
8442,464, u'Automobiles and Smaller Vehicles'
8443,464, u'Tractors and Trucks'
8444,464, u'Computer Software'
8445,464, u'Computer Applications'
8446,464, u'Buildings and Towers'
8447,464, u'Technical aspects'
8448,464, u'Vehicles'
8449,464, u'Automotive Engines and Related Equipment'
8450,464, u'Architecture'
8451,464, u'Embedded systems'
8452,464, u'Buses'
8453,464, u'Highway Transportation'
8454,464, u'Industrial case study'
8455,464, u'General'
8456,464, u'Quality attributes'
8457,464, u'Computer Programming'
8458,465,u'Telecommunication  Radar'
8459,465, u'Software architecture'
8460,465, u'Dynamic architecture'
8461,465, u'adaptation'
8462,465, u'Radio and Television'
8463,465, u'implicit bindings'
8464,465, u'Computer Programming'
8465,465, u'ensemble'
8466,465, u'Implicit communications'
8467,466,u'Telecommunication  Radar'
8468,466, u'Software architecture'
8469,466, u'Dynamic architecture'
8470,466, u'adaptation'
8471,466, u'Radio and Television'
8472,466, u'implicit bindings'
8473,466, u'Computer Programming'
8474,466, u'ensemble'
8475,466, u'Implicit communications'
8476,467,u'Structural Design'
8477,467, u'Impact of Technology on Society'
8478,467, u'Computer Applications'
8479,467, u'Buildings and Towers'
8480,467, u'Industrial Economics'
8481,467, u'Structural design'
8482,467, u'Data Handling and Applications'
8483,467, u'Computer Software'
8484,467, u'General'
8485,467, u'Know-how'
8486,467, u'Paradigm shifts'
8487,467, u'Computer Programming'
8488,467, u'Architectural design'
8489,467, u'Technology transfer'
8490,467, u'Computer software'
8491,468,u'Structural Design'
8492,468, u'Impact of Technology on Society'
8493,468, u'Computer Applications'
8494,468, u'Buildings and Towers'
8495,468, u'Industrial Economics'
8496,468, u'Structural design'
8497,468, u'Data Handling and Applications'
8498,468, u'Computer Software'
8499,468, u'General'
8500,468, u'Know-how'
8501,468, u'Paradigm shifts'
8502,468, u'Computer Programming'
8503,468, u'Architectural design'
8504,468, u'Technology transfer'
8505,468, u'Computer software'
8506,469,u'Structural Design'
8507,469, u'Impact of Technology on Society'
8508,469, u'Computer Applications'
8509,469, u'Buildings and Towers'
8510,469, u'Industrial Economics'
8511,469, u'Structural design'
8512,469, u'Data Handling and Applications'
8513,469, u'Computer Software'
8514,469, u'General'
8515,469, u'Know-how'
8516,469, u'Paradigm shifts'
8517,469, u'Computer Programming'
8518,469, u'Architectural design'
8519,469, u'Technology transfer'
8520,469, u'Computer software'
8521,470,u'Context information'
8522,470, u'Control Systems'
8523,470, u'Bigraphs'
8524,470, u'Context-aware computing'
8525,470, u'Ubiquitous computing'
8526,470, u'Software architecture'
8527,470, u'Context-aware informations'
8528,470, u'Formal modeling'
8529,470, u'Computer Programming'
8530,470, u'Context-Aware'
8531,470, u'Bigraphical reactive systems'
8532,470, u'Computer Applications'
8533,471,u'Engineering Graphics'
8534,471, u'Computer Software'
8535,471, u'Design decisions'
8536,471, u'Computer Applications'
8537,471, u'Buildings and Towers'
8538,471, u'Test process'
8539,471, u'Initial hypothesis'
8540,471, u'Data Handling and Applications'
8541,471, u'Software design'
8542,471, u'Computer Programming'
8543,471, u'Design'
8544,471, u'Architecture'
8545,471, u'Test case'
8546,471, u'Software architecture design'
8547,471, u'Design process'
8548,471, u'Structural Design'
8549,471, u'Computer software'
8550,472,u'Engineering Graphics'
8551,472, u'Computer Software'
8552,472, u'Design decisions'
8553,472, u'Computer Applications'
8554,472, u'Buildings and Towers'
8555,472, u'Test process'
8556,472, u'Initial hypothesis'
8557,472, u'Data Handling and Applications'
8558,472, u'Software design'
8559,472, u'Computer Programming'
8560,472, u'Design'
8561,472, u'Architecture'
8562,472, u'Test case'
8563,472, u'Software architecture design'
8564,472, u'Design process'
8565,472, u'Structural Design'
8566,472, u'Computer software'
8567,473,u'Engineering Graphics'
8568,473, u'Computer Software'
8569,473, u'Design decisions'
8570,473, u'Computer Applications'
8571,473, u'Buildings and Towers'
8572,473, u'Test process'
8573,473, u'Initial hypothesis'
8574,473, u'Data Handling and Applications'
8575,473, u'Software design'
8576,473, u'Computer Programming'
8577,473, u'Design'
8578,473, u'Architecture'
8579,473, u'Test case'
8580,473, u'Software architecture design'
8581,473, u'Design process'
8582,473, u'Structural Design'
8583,473, u'Computer software'
8584,474,u'Computer Applications'
8585,474, u'Sustainable development'
8586,474, u'Software ecosystems'
8587,474, u'Software architecture'
8588,474, u'Industrial Economics'
8589,474, u'Scientific researches'
8590,474, u'Science policies'
8591,474, u'Software testing'
8592,474, u'Scientific softwares'
8593,474, u'Innovation analysis'
8594,474, u'Science research'
8595,474, u'Ecosystems'
8596,474, u'Software developer'
8597,474, u'Ecology and Ecosystems'
8598,474, u'Commercial software'
8599,475,u'Platinum'
8600,475, u'Light Optics'
8601,475, u'Fuel cell commercialization'
8602,475, u'Electric circuit breakers'
8603,475, u'Raman spectroscopy'
8604,475, u'Potential cycling'
8605,475, u'Chemical Agents and Basic Industrial Chemicals'
8606,475, u'Polymer electrolyte membrane fuel cell (PEMFCs)'
8607,475, u'Degradation'
8608,475, u'Carbon'
8609,475, u'Partial oxidations'
8610,475, u'Electrochemical surface area'
8611,475, u'Corrosion'
8612,475, u'Accelerated stress'
8613,475, u'Chemical Reactions'
8614,475, u'Precious Metals'
8615,475, u'Fuel cell catalysts'
8616,475, u'Fuel Cells'
8617,475, u'Electrocatalysts'
8618,475, u'Chemical Products Generally'
8619,475, u'Cabot corporations'
8620,475, u'Electric Power Lines and Equipment'
8621,476,u'Electrocatalysts'
8622,476, u'Platinum'
8623,476, u'Chemical Products Generally'
8624,476, u'Colloidal synthesis'
8625,476, u'Platinum loadings'
8626,476, u'Degradation behavior'
8627,476, u'Materials Science'
8628,476, u'Electrochemical surface area'
8629,476, u'Accelerated stress'
8630,476, u'Polymer electrolyte fuel cells'
8631,476, u'Stress analysis'
8632,476, u'Synthesis (chemical)'
8633,476, u'Chemical Agents and Basic Industrial Chemicals'
8634,476, u'Strength of Building Materials  Mechanical Properties'
8635,476, u'High surface area'
8636,476, u'Fuel Cells'
8637,476, u'Carbon'
8638,476, u'Carbon corrosion'
8639,476, u'Chemical Reactions'
8640,476, u'Precious Metals'
8641,477,u'Knowledge engineering'
8642,477, u'Engineering Professional Aspects'
8643,477, u'Computer Applications'
8644,477, u'Engineering education'
8645,477, u'Non technical competencies'
8646,477, u'Software professionals'
8647,477, u'Professional aspects'
8648,477, u'Technical presentations'
8649,477, u'Computer Programming'
8650,477, u'Education sessions'
8651,477, u'Curricula'
8652,477, u'Education'
8653,477, u'Artificial Intelligence'
8654,478,u'Computer Software'
8655,478, u'Cell life'
8656,478, u'Adaptation mechanism'
8657,478, u'Data Handling and Applications'
8658,478, u'Adaptive systems'
8659,478, u'Self-adaptive software'
8660,478, u'Runtimes'
8661,478, u'Software domains'
8662,478, u'Biological cells'
8663,478, u'Self-adaptive system'
8664,478, u'Self-adaptive'
8665,478, u'Life-sciences'
8666,478, u'Embedded systems'
8667,478, u'Computer software'
8668,479,u'Control Systems'
8669,479, u'Octopus architecture'
8670,479, u'Feedback'
8671,479, u'Systems Science'
8672,479, u'Autonomous software architecture'
8673,479, u'Autonomous computing'
8674,479, u'Closed loop control systems'
8675,479, u'Feedback closed loops'
8676,479, u'Computer operating systems'
8677,479, u'Computer Systems and Equipment'
8678,479, u'Autonomous agents'
8679,479, u'Computer Programming'
8680,479, u'Digital Computers and Systems'
8681,479, u'Distributed computer systems'
8682,479, u'Computer Applications'
8683,480,u'Computer Applications'
8684,480, u'Computer Programming Languages'
8685,480, u'Mathematical models'
8686,480, u'Meta ADL'
8687,480, u'Unified Modeling Language'
8688,480, u'Information Science'
8689,480, u'Computer Programming'
8690,480, u'Conformal mapping'
8691,480, u'Mathematics'
8692,480, u'Modeling techniques'
8693,480, u'Information technology'
8694,480, u'Metadata'
8695,481,u'Calculus'
8696,481, u'Resource requirements'
8697,481, u'Service Oriented'
8698,481, u'Specific location'
8699,481, u'Architecture assessment'
8700,481, u'Performance Modeling'
8701,481, u'Enterprise Integration'
8702,481, u'Blending'
8703,481, u'Integration'
8704,481, u'Technology risks'
8705,481, u'Risk mitigation'
8706,481, u'Incomplete information'
8707,481, u'In-phase'
8708,481, u'ON dynamics'
8709,481, u'Chemical Operations'
8710,481, u'Production Engineering'
8711,481, u'Workload modeling'
8712,482,u'Mechanics'
8713,482, u'Artificial diversity'
8714,482, u'Information Dissemination'
8715,482, u'Software architecture'
8716,482, u'Technical presentations'
8717,482, u'Computer simulation'
8718,482, u'Virtual machines'
8719,482, u'Temporal diversity'
8720,482, u'security'
8721,482, u'attack surface'
8722,482, u'Instruction-set randomization'
8723,482, u'Computer Applications'
8724,483,u'Materials Science'
8725,483, u'Non Mechanical Properties and Tests of Building Materials'
8726,483, u'Software architecture'
8727,483, u'Model based development'
8728,483, u'Static analysis'
8729,483, u'Computer Programming'
8730,483, u'State machine'
8731,483, u'Behavioral consis tency'
8732,483, u'Model-based test'
8733,483, u'Defect localizations'
8734,484,u'elective temporal logic'
8735,484, u'Characteristic functions'
8736,484, u'Discrete time'
8737,484, u'Automata Theory'
8738,484, u'Includes Formal Logic'
8739,484, u'Information Dissemination'
8740,484, u'Software architecture'
8741,484, u'Switching Theory'
8742,484, u'Programming Theory'
8743,484, u'Denotational semantics'
8744,484, u'program monitoring'
8745,484, u'Computer Programming'
8746,484, u'Real time'
8747,484, u'Specific time'
8748,484, u'history-based verification'
8749,484, u'Runtime Monitoring'
8750,484, u'Execution trace'
8751,484, u'Computer Theory'
8752,484, u'Semantics'
8753,485,u'Computer Software'
8754,485, u'Model transformation'
8755,485, u'Information Sources and Analysis'
8756,485, u'Abstracting'
8757,485, u'Buildings and Towers'
8758,485, u'Computer programming languages'
8759,485, u'Software architecture'
8760,485, u'Data Handling and Applications'
8761,485, u'Life cycle'
8762,485, u'Automation'
8763,485, u'DSL'
8764,485, u'Architectural components'
8765,485, u'Control Devices'
8766,485, u'UML'
8767,485, u'Architectural abstraction'
8768,485, u'Architectural design'
8769,485, u'Automatic Control Principles and Applications'
8770,485, u'Production Engineering'
8771,485, u'Software Evolution'
8772,485, u'Computer software'
8773,486,u'Profile'
8774,486, u'Computer Software'
8775,486, u'Structural Members and Shapes'
8776,486, u'Computer Circuits and Logic Elements'
8777,486, u'Data Handling and Applications'
8778,486, u'Computer Systems and Equipment'
8779,486, u'Architecture description languages'
8780,486, u'Connectors (structural)'
8781,486, u'Computer science'
8782,486, u'Components'
8783,486, u'Configuration'
8784,486, u'Artificial intelligence'
8785,486, u'SysML'
8786,487,u'Management'
8787,487, u'Classication models'
8788,487, u'Computer Applications'
8789,487, u'Engineering education'
8790,487, u'Software architecture'
8791,487, u'Quality management'
8792,487, u'Software architecture quality research'
8793,487, u'Classification (of information)'
8794,487, u'Education'
8795,487, u'Computer Programming'
8796,487, u'Research vision'
8797,487, u'Mathematical models'
8798,487, u'Mathematics'
8799,487, u'Information Theory and Signal Processing'
8800,487, u'Information Sources and Analysis'
8801,487, u'Engineering Research'
8802,488,u'Software project'
8803,488, u'ISO/IEC/IEEE 42010'
8804,488, u'Architecture decisions'
8805,488, u'Industrial customer'
8806,488, u'Software engineering students'
8807,488, u'Computer Programming'
8808,488, u'forces'
8809,488, u'Architecture description'
8810,489,u'Software project'
8811,489, u'ISO/IEC/IEEE 42010'
8812,489, u'Architecture decisions'
8813,489, u'Industrial customer'
8814,489, u'Software engineering students'
8815,489, u'Computer Programming'
8816,489, u'forces'
8817,489, u'Architecture description'
8818,490,u'architectural styles'
8819,490, u'abstract architectural models'
8820,490, u'platform-specific reconfiguration'
8821,490, u'software architecture'
8822,490, u'formal verification'
8823,490, u'formal specification'
8824,490, u'Software engineering techniques'
8825,490, u'platform-specific representations'
8826,490, u'Formal methods'
8827,490, u'graph transformation rules'
8828,490, u'formal refinement relations'
8829,490, u'run-time reconfigurations'
8830,490, u'dynamic software architectures'
8831,490, u'style-based refinement'
8832,491,u'Telecommunication  Radar'
8833,491, u'Includes Graph Theory'
8834,491, u'Dynamic architectures'
8835,491, u'Management'
8836,491, u'Resource allocation'
8837,491, u'Graph theory'
8838,491, u'Set Theory'
8839,491, u'Mathematical transformations'
8840,491, u'Software architectures'
8841,491, u'Mobile telecommunication systems'
8842,491, u'Constraint theory'
8843,491, u'Computer Theory'
8844,491, u'Combinatorial Mathematics'
8845,491, u'Radio and Television'
8846,491, u'Automata Theory'
8847,491, u'Mathematical Transformations'
8848,491, u'Programming Theory'
8849,491, u'Architectural models'
8850,491, u'Includes Formal Logic'
8851,491, u'Switching Theory'
8852,491, u'Computer Programming'
8853,491, u'Problem solving'
8854,491, u'Run-time configuration'
8855,491, u'Artificial Intelligence'
8856,492,u'Education'
8857,492, u'Training courses'
8858,492, u'Computer Applications'
8859,492, u'Engineering education'
8860,492, u'Enterprise Architecture'
8861,492, u'Learning systems'
8862,492, u'Information management'
8863,492, u'Enterprise/Software Architect'
8864,492, u'Ontological structures'
8865,492, u'Data structures'
8866,492, u'Management'
8867,492, u'Computer Programming'
8868,492, u'Data Processing and Image Processing'
8869,492, u'Ontology'
8870,492, u'Artificial Intelligence'
8871,493,u'training'
8872,493, u'training courses'
8873,493, u'software architecture'
8874,493, u'Computing education and training'
8875,493, u'ontologies (artificial intelligence)'
8876,493, u'learning (artificial intelligence)'
8877,493, u'reinforcement learning'
8878,493, u'Software engineering techniques'
8879,493, u'software-enterprise architects'
8880,493, u'Knowledge engineering techniques'
8881,493, u'ontological approach'
8882,493, u'computer science education'
8883,493, u'university studies'
8884,494,u'Tool support'
8885,494, u'Computer applications'
8886,494, u'Machine Tools'
8887,494, u'Demo'
8888,494, u'Research tools'
8889,494, u'Tool demonstration'
8890,494, u'Tools'
8891,494, u'Small Tools and Hardware'
8892,494, u'Computer Applications'
8893,495,u'Tool support'
8894,495, u'Computer applications'
8895,495, u'Machine Tools'
8896,495, u'Demo'
8897,495, u'Research tools'
8898,495, u'Tool demonstration'
8899,495, u'Tools'
8900,495, u'Small Tools and Hardware'
8901,495, u'Computer Applications'
8902,496,u'Telecommunication  Radar'
8903,496, u'Visualization'
8904,496, u'Value chains'
8905,496, u'Software architecture'
8906,496, u'Potential risks'
8907,496, u'Safety Engineering'
8908,496, u'Telephone Systems and Related Technologies  Line Communications'
8909,496, u'Computer Applications'
8910,496, u'HIP'
8911,496, u'risk identification'
8912,496, u'Security testing'
8913,496, u'Optical Communication'
8914,496, u'Technical presentations'
8915,496, u'Knowledge transfer'
8916,496, u'Mobile telecommunication systems'
8917,496, u'Risk perception'
8918,496, u'Engineering Graphics'
8919,496, u'Cost and Value Engineering  Industrial Economics'
8920,496, u'Risk assessment'
8921,496, u'Host identity protocol'
8922,496, u'Accidents and Accident Prevention'
8923,496, u'Industrial Engineering and Management'
8924,496, u'Statistical Methods'
8925,496, u'Information Dissemination'
8926,496, u'Knowledge management'
8927,496, u'Privacy aspects'
8928,496, u'Computer Programming'
8929,496, u'Radio and Television'
8930,496, u'Probability Theory'
8931,497,u'Software metrics'
8932,497, u'Software engineering techniques'
8933,497, u'quality attributes'
8934,497, u'CORBA component model'
8935,497, u'Distributed systems software'
8936,497, u'formal verification'
8937,497, u'formal specification'
8938,497, u'software metrics'
8939,497, u'Object Constraint Language clauses'
8940,497, u'Formal methods'
8941,497, u'object-oriented programming'
8942,497, u'Object oriented programming'
8943,497, u'distributed object management'
8944,497, u'meta-object diagram'
